Core_Formula,Shell_Formula,Consensus_Quality,XGB_Quality,ET_Quality,KNN_Quality,MLP_Quality,Verification_Agreement_%,Core_Eg_nano_3nm_eV,Shell_Eg_bulk_eV,Total_Confinement_eV,Dielectric_Contrast_Ratio,Defect_Gradient_eV,Confinement_Asymmetry
Ba2As2Se5,Ba2DyCl7,0.6516558267845418,0.6841874,0.5242595634330862,0.7168554591447319,0.6887712490281843,88.42139372556522,1.2791169977268189,5.4194,4.1403,17.31921624773407,-1.5755506853090244,-0.0332584595319179
Ba3Zr6BeCl18,Ba3B6H2O13,0.6515098004611748,0.6889472,0.5042342801994953,0.7256442949112025,0.6959542855911184,86.63231600806904,1.2822169977268187,5.0891,3.8069,15.483711135885049,-0.5955241584375002,0.0963250939084294
Ba2SmMoO6,Al2Pb3F12,0.6514265139087266,0.6909609,0.51821381752336,0.7051227884550777,0.6950609620194383,88.10300534631293,1.1639169977268191,5.2252,4.0613,16.232185176768496,-0.2276863591764706,-0.1262403663851476
Ba2Tl2O5,Ba2YC2(O2F)3,0.6504712372381348,0.6886986,0.5268893870864424,0.6884240150289094,0.7000979051505818,88.96731557019189,1.0156169977268188,5.263999999999999,4.2484,16.447548766982095,-1.2303253458465613,0.0217493644666227
Ba(GdTe2)2,Ba(PO3)2,0.6497840803607977,0.6889757,0.5203754819821919,0.6965102347965647,0.6962333985913067,88.4398039067568,1.013858253812388,5.4349,4.4211,17.40684437120676,-1.1714838948809485,-0.1792087941914908
Ba2Na2U(S2O)2,Ba3Tm(BO2)9,0.6490050940673305,0.6891612,0.5109178914185487,0.7027057147739428,0.6976403535545384,87.61648228667327,1.5081917121269697,5.2676,3.7594,15.843063850342524,-0.7750060396539102,0.1202319519072192
Ba(SmTe2)2,Ba3B6O11F2,0.6489786696121812,0.68764204,0.5274885289506023,0.6869407576168002,0.6952184076894616,89.15551427910187,1.051116997726819,5.252710526336427,4.2016,16.384847293223228,-1.4122038325216426,-0.0912509520182787
Ba2As2Se5,Ba2HoCl7,0.6486640955340274,0.6817574,0.5237592041791304,0.7089797975535477,0.6865662713215472,88.6573226285659,1.2791169977268189,5.4559,4.1768,17.526026148831015,-1.572209965642359,-0.0242290748898678
AgRh(SO4)2,Ba2HoCl7,0.6484626411216898,0.68543744,0.5218261745242995,0.7040624073910903,0.6864525436344862,88.5976827365996,1.4293169977268192,5.4559,4.0266,17.526026148831015,-1.404378066111113,0.1148363383499726
Ba3Cr2O8,Ba2P2O7,0.6484279202705798,0.6906487,0.5044837380272436,0.7099716258805558,0.6929281068485442,87.05757335058118,1.4032169977268192,5.1483,3.7451,15.807777426493834,-0.5935125736413571,0.1117994179060639
Ba(GdSe2)2,Ba3Tm(BO2)9,0.6484256857374884,0.6889056,0.5064593170887357,0.7002356730524373,0.7032338298923331,87.24390216350845,1.481060739031996,5.2676,3.7866,16.467591779378182,-0.8842309115524234,0.161358474621032
Ba3(TaS4)2,Ba2CaP4(H3O8)2,0.6481814095086318,0.68104553,0.5209875585906757,0.7054488174509733,0.692394115358518,88.46615281528825,1.000616997726819,5.4657,4.4651,17.581490207109955,-0.7191179043773601,-0.0749143356251819
Ba2Tl2O5,Ba2P2O7,0.648053324251298,0.6824887,0.5224315969485224,0.6986610354923408,0.6942108997782341,88.67183718039726,1.0156169977268188,5.1483,4.1327,15.807777426493834,-1.2583616252296768,-0.1077019865947201
Ba2Mn(AsO4)2,Ba2CaP4(H3O8)2,0.6480158479441104,0.6790275,0.5179870327961292,0.715499623354656,0.6887977340783529,88.0730063624061,1.498186441755564,5.4657,3.9675,17.18882520482436,-0.1043184227159881,-0.06586011342155
Ba(GdTe2)2,Ba3B6O11F2,0.6478825391623383,0.6859432,0.5263059953323017,0.6921303343158075,0.6889992764339006,89.12722997968656,1.013858253812388,5.252710526336427,4.2389,16.384847293223228,-1.3978770714502138,-0.0824978178300973
Ba2Na2U(S2O)2,AlPO4,0.6474624557367891,0.67886263,0.5131530927082442,0.7088426255302515,0.6990186824567202,87.73376821550939,1.5081917121269697,5.6178,4.1096,17.75177749895441,-0.7637484654725206,0.151839595094413
Ba(GdSe2)2,Ba3Tb(BO2)9,0.6474416151933007,0.6903463,0.5073553634796403,0.6922191866955277,0.70268870357148,87.43734461255755,1.481060739031996,5.1728,3.6918,15.94269133886722,-0.8769243528965083,0.1171244379435506
Ba(GdTe2)2,AcCl3,0.6471860935067751,0.68545943,0.5179218587896615,0.6996242686805616,0.6893498939428596,88.37660838945854,1.013858253812388,5.0865,4.0727,15.469499303872531,-1.1311736475297598,-0.171606059862008
Ba2FeMoO6,Ba3Si2(B3O8)2,0.6470698307863041,0.6722697,0.5171264229298784,0.7113157038479501,0.7011534876987264,87.96169881910507,1.1591169977268192,5.4031,4.244,17.227122381477397,-0.6507911577407404,0.167813383600377
Ba2Ni(PO4)2,Ba2P2O7,0.6470041739262242,0.68431455,0.5116800454919962,0.7070566761447238,0.6908136908263426,87.75468680326958,1.1930169977268188,5.1483,3.9553,15.807777426493834,-0.3051559819655329,-0.0426516319874598
AgHg2PO4,AlH11SO10,0.6467295247992845,0.6710778,0.5183203708628483,0.7126922313128646,0.69866878542061,88.06611837270036,1.4446169977268193,5.3941,3.949500000000001,17.176424784435866,-0.1233489268064162,-0.0947714900620331
Ba2ThS6,Ba(PO3)2,0.6466933380071276,0.68841034,0.5077411280300379,0.6858891980027544,0.7081830286544244,87.46325610188637,1.5637519865247549,5.4349,3.8712,15.351861952119572,-0.9974031263095244,-0.2064476131432114
Ba2MnTe3,Ba2CaP4(H3O8)2,0.6466531262665847,0.69190705,0.5144618751721326,0.6750979164027299,0.7042530812740565,88.10523466116125,1.0806169977268187,5.4657,4.3851,17.581490207109955,-1.1014921552093573,-0.2300289617112494
Ba3(AlAs2)2,Ba2CaP4(H3O8)2,0.6466258420175829,0.67742765,0.524998172978811,0.7121992855400886,0.6791838217028368,88.80263441353665,1.311930106189244,5.4657,4.1538,17.581490207109955,-1.6114379490311976,-0.1690981751649092
