Core_Formula,Shell_Formula,Consensus_Quality,XGB_Quality,ET_Quality,Verification_Agreement_%,Core_Eg_nano_3nm_eV,Shell_Eg_bulk_eV,Total_Confinement_eV,Dielectric_Contrast_Ratio,Defect_Gradient_eV,Confinement_Asymmetry
Ba2Zr6BCl17,Ba3Tb(BO2)9,0.6420118841674946,0.72374266,0.5194156699247712,67.12776025666376,1.3409169977268192,5.1728,3.8319,15.94269133886722,-0.806289501245864,-0.0233565594091704
Ba3ThSe7,Ba2DyCl7,0.641560343678554,0.71524596,0.5310318563773236,70.43771412310909,1.178416997726819,5.4194,4.241,17.31921624773407,-0.9321688988570018,0.0093845791087007
Ba2InBiSe5,Ba2CaP4(H3O8)2,0.6410095524239383,0.71752334,0.5262388615429009,69.2409891243881,1.316416997726819,5.4657,4.1493,17.581490207109955,-1.0917260000439286,0.0944014653074012
Ba3TaAs3O,Ba2HoCl7,0.6402782829804741,0.7122069,0.5323853423703518,71.10353871567617,1.3373169977268191,5.4559,4.1186,17.526026148831015,-1.3287489028333344,0.0657504977419511
Ba3Cr2O8,Ba2HoCl7,0.6395434265077478,0.71902156,0.5203261536211684,67.93548684437924,1.4032169977268192,5.4559,4.0527,17.526026148831015,-0.2374810371153843,-0.0806129247168555
Ba3Ta2Se9,Ba2HoCl7,0.6392021636161089,0.7143591,0.5264667073867919,69.71494380171836,1.5010593186159011,5.4559,3.9548,17.055464030752333,-1.290667286552828,-0.1683523819156467
Ba3Zr6BeCl18,Al2Pb3F12,0.63918690186386,0.7190202,0.519436928174016,67.7690479391436,1.2822169977268187,5.2252,3.943,16.232185176768496,-0.9587388536764708,0.0881055034237889
Ba3TaAs3O,Ba2DyCl7,0.6391205027965648,0.71312827,0.5281088092098493,70.18789354606795,1.3373169977268191,5.4194,4.0821,17.31921624773407,-1.3320896224999998,0.057396928051738
Ba3Ta2Se9,Ba2DyCl7,0.6387998861872943,0.7174416,0.5208372580021104,68.24554400783826,1.5010593186159011,5.4194,3.9183,16.854206837626574,-1.2940080062194934,-0.1792358931169128
Ba3Cr2O8,Ba2DyCl7,0.6387030937048628,0.71872693,0.5186672900549656,67.66436448148508,1.4032169977268192,5.4194,4.0162,17.31921624773407,-0.2408217567820498,-0.0904337433394751
Ba2InCuO4,Ba2CaP4(H3O8)2,0.6385368746068113,0.71569145,0.5228049411242288,68.85150284762264,1.3662169977268188,5.4657,4.0995,17.581490207109955,-0.3366020990311975,-0.1816075131113551
Ba2Na2U(S2O)2,Ba2HoCl7,0.6370614635435922,0.71348375,0.5224279730240957,69.08261745397274,1.5081917121269697,5.4559,3.9477,16.861357449145313,-0.5036551449764906,-0.0856954682473338
Ba3In2O6,Ba2YC2(O2F)3,0.6369653649984162,0.71192753,0.5245220680679781,69.68651776875048,1.107916997726819,5.263999999999999,4.1561,16.447548766982095,-0.6931767447943726,-0.0166742859892687
