Formula,MP_ID,Eg_bulk_eV,CBM_bulk_eV,VBM_bulk_eV,Formation_Energy_eV,Dielectric_Static,Eg_nano_3nm_eV
Ba2B2AsH3F18,mp-1198263,5.05,1.4572,-3.5928,-3.013354101714744,10.0,5.22540616766047
Ba2B2O5,mp-771158,3.9978,4.6228,0.625,-3.1415674481481477,10.0,4.17320616766047
Ba2B4Se13,mp-30105,1.3330000000000002,3.5466,2.2136,-0.8763530195860737,10.0,1.5084061676604703
Ba2B5HO10,mp-1198110,4.788715616859062,5.535814493296891,0.7470988764378284,-2.930648694560185,10.0,4.9641217845195325
Ba2B6PbO12,mp-1194549,4.233700000000001,5.4576,1.2239,-2.9034744616666663,10.0,4.409106167660471
Ba2Bi2O5,mp-28670,2.0128999999999997,4.8633,2.8504,-2.288425597777783,28.463470429999997,2.2439141943456673
Ba2BiSbO6,mp-23127,1.6958000000000002,5.8085,4.1127,-2.4530071729999987,31.07766483,1.9293476520030166
Ba2Ca(BO2)6,mp-8271,5.0129,5.4429,0.43,-3.113965850714285,7.806842800000001,5.164223403822921
Ba2Ca(BO3)2,mp-549737,4.080500000000001,5.7678,1.6873,-3.224687858030303,13.030661399609144,4.275844230346117
Ba2Ca(PdO2)3,mp-17380,1.4866000000000001,3.9203,2.4337,-2.0190231104166663,10.0,1.6620061676604703
Ba2CaCr2CuF14,mp-582663,1.0019,1.0714,0.0695,-3.4169483612500002,10.0,1.1773061676604701
Ba2CaGa2CuF14,mp-1214730,1.7659000000000002,2.4384,0.6725,-3.3781478925000004,10.0,1.9413061676604704
Ba2CaMgAl2F14,mp-540862,7.1835,6.3841,-0.7994,-4.0412615685,10.0,7.358906167660471
Ba2CaMn2CuF14,mp-1045850,1.0988,1.3077,0.2089,-3.3015977622931034,10.0,1.2742061676604701
Ba2CaMnV2F14,mp-1214724,1.2483005201713284,3.101200137728046,1.8528996175567174,-3.638397751146551,10.0,1.4237066878317985
Ba2CaMoN4,mp-1214858,2.4126999999999996,4.8221,2.4094,-1.1002963640625012,10.0,2.5881061676604697
Ba2CaMoO6,mp-19403,2.2618000000000005,4.5521,2.2903,-2.9021457209999992,10.0,2.4372061676604706
Ba2CaP4(H3O8)2,mp-758007,5.4657,6.0633,0.5976,-2.56185141986453,10.0,5.64110616766047
Ba2CaSeO6,mp-1520564,2.01,4.885,2.875,-2.5497940242343753,10.0,2.18540616766047
Ba2CaSi4(BO7)2,mp-1019518,4.8764,6.2976,1.4212,-3.3124076855797098,7.716333219999999,5.026435391136373
Ba2CaTeO6,mp-550685,3.0122,6.0283,3.0161,-2.7869202976666663,10.0,3.18760616766047
Ba2CaUO6,mp-557448,2.1947,4.6989,2.5042,-3.550436109999999,10.0,2.37010616766047
Ba2CaV2CoF14,mp-1203415,2.5605,3.0932,0.5327,-3.539550328499999,10.0,2.7359061676604703
Ba2CaV2FeF14,mp-1214736,1.021400463793015,3.1426002983784795,2.1211998345854646,-3.582641879750001,10.0,1.196806631453485
Ba2CaWO6,mp-19098,3.2912,5.3088,2.0176,-3.0327365709999996,10.0,3.46660616766047
Ba2Cd(BO2)6,mp-1190588,4.3316,4.8971,0.5655,-2.89545509547619,7.985719543333334,4.485383071253844
Ba2Cd(BO3)2,mp-1102943,2.8413215343398885,4.428405014892554,1.587083480552665,-2.8155873580303026,10.0,3.0167277020003587
Ba2CdGe2O7,mp-1214739,2.930644293636009,3.3499417332233885,0.4192974395873798,-2.5046441837499995,10.0,3.106050461296479
Ba2CdMoO6,mp-1207118,2.5376000000000003,4.6264,2.0888,-2.469319745,10.0,2.7130061676604704
Ba2CdP4(H3O8)2,mp-1199629,4.4355,5.0631,0.6276,-2.3940194314162557,10.0,4.61090616766047
Ba2CdS3,mp-18309,2.0892,3.9044,1.8152,-1.8496002737500004,10.0,2.26460616766047
Ba2Ce3Si3O12F,mp-2899768,1.1212,6.8695,5.7483,-3.5054897021428557,10.0,1.29660616766047
Ba2CePbO6,mp-1228392,2.3054,5.211,2.9056,-2.8738340829999993,10.0,2.4808061676604702
Ba2CePtO6,mp-21879,1.7246000000000001,5.5624,3.8378,-2.8005420769999994,10.0,1.9000061676604703
Ba2CeSnO6,mp-1521094,2.1443999999999996,5.4925,3.3481,-3.1156891165000005,10.0,2.3198061676604698
Ba2CoGe2O7,mp-1190827,2.1240000000000006,4.1538,2.0298,-2.4915868775,10.0,2.2994061676604707
Ba2CoSi2O7,mp-510015,3.1380999999999997,5.2086,2.0705,-3.05940255,10.0,3.31350616766047
Ba2CrO4,mp-17520,0.5412000000000003,4.3379,3.7967,-2.7318941014285727,10.0,0.7166061676604706
Ba2Cu(PO3)6,mp-558012,0.9601000000000002,2.3481,1.388,-2.7393298503835988,10.0,1.1355061676604703
Ba2Cu2O5,mp-772788,0.7701,1.801,1.0309,-1.9262245013888881,10.0,0.9455061676604702
Ba2CuBrO2,mp-552934,2.3159,3.7454,1.4295,-2.2768791274999995,10.0,2.49130616766047
Ba2CuF6,mp-3879,0.8501,1.4725,0.6224,-3.3912202111111016,10.0,1.02550616766047
Ba2CuIO2,mp-561179,2.2608,4.0388,1.778,-2.1677920900000025,10.0,2.4362061676604703
Ba2CuMo2F14,mp-1045817,1.2404000000000002,0.6881,-0.5523,-3.0628166555263157,10.0,1.4158061676604703
Ba2DyBiO6,mp-1516815,1.7330999999999999,4.0565,2.3234,-2.827802711166666,10.0,1.90850616766047
Ba2DyCl7,mp-1214746,5.4193999999999996,5.3926,-0.0268,-2.870419602166666,10.0,5.59480616766047
Ba2DyNbO6,mp-12640,2.8597,4.8365,1.9768,-3.458601736166666,10.0,3.0351061676604703
Ba2DyPaO6,mp-1205636,3.4627999999999997,6.2391,2.7763,-3.7418425121666674,10.0,3.63820616766047
Ba2DySbO6,mp-6192,3.4686000000000003,6.4157,2.9471,-3.092258773166665,10.0,3.6440061676604705
Ba2DyTaO6,mp-1206435,3.3837,5.4763,2.0926,-3.5795925628999994,10.0,3.5591061676604703
Ba2DyUO6,mp-1205693,0.8682999999999996,6.0131,5.1448,-3.6562066461666674,10.0,1.0437061676604698
Ba2ErCl7,mp-651358,4.9184,5.0837,0.1653,-2.8653867155000006,10.0,5.09380616766047
Ba2ErNbO6,mp-6653,2.8541999999999996,4.8424,1.9882,-3.479930908,10.0,3.0296061676604698
Ba2ErPaO6,mp-1205790,3.4587,6.2359,2.7772,-3.763198976999999,10.0,3.63410616766047
Ba2ErSbO6,mp-6231,3.3844000000000003,6.3451,2.9607,-3.108728319000001,10.0,3.5598061676604704
Ba2ErTaO6,mp-1205803,3.3933999999999997,5.4833,2.0899,-3.6005731267333325,10.0,3.56880616766047
Ba2ErUO6,mp-1206292,0.8790000000000004,6.017,5.138,-3.6772744139999984,10.0,1.0544061676604706
Ba2Fe2O5,mp-1196071,1.6103,3.7876,2.1773,-2.2993204539682544,10.0,1.7857061676604702
Ba2Fe3P6HO22,mp-735530,2.5545999999999998,3.6976,1.143,-2.628824755267857,10.0,2.73000616766047
Ba2FeMoO6,mp-1288978,0.9037000000000002,4.639,3.7353,-2.5011106080000003,10.0,1.0791061676604703
Ba2FeO4,mp-542120,1.9953999999999998,3.2775,1.2821,-2.3925834021428565,10.0,2.1708061676604697
Ba2FeWO6,mp-18845,3.0822999999999996,5.6815,2.5992,-2.6401709015000003,10.0,3.2577061676604697
Ba2Ga2S5,mp-18421,2.7747,4.5256,1.7509,-1.6680806641666663,10.0,2.9501061676604703
Ba2GaAsSe5,mp-1195309,1.8702999999999999,3.4576,1.5873,-1.4389959818576388,10.0,2.04570616766047
Ba2GaBiS5,mp-1201906,2.391,4.5697,2.1787,-1.5727909155555555,10.0,2.56640616766047
Ba2GaBiSe5,mp-1203584,1.7507207527433715,3.639620002486901,1.8888992497435297,-1.4934506382465278,10.0,1.9261269204038416
Ba2GaS4,mp-1199702,2.5322,4.6467,2.1145,-1.798425556428571,10.0,2.70760616766047
Ba2GaSbS5,mp-1203806,2.3966999999999996,4.7555,2.3588,-1.5613134163888884,10.0,2.5721061676604697
Ba2GaSbSe5,mp-1203387,1.8066999999999998,3.8318,2.0251,-1.4770865288020838,10.0,1.9821061676604699
Ba2GdBiO6,mp-1520715,1.5940999999999996,3.8625,2.2684,-2.7969715697500006,10.0,1.7695061676604698
Ba2GdC2(O2F)3,mp-8986,3.0692,3.7184,0.6492,-3.189243514642857,10.0,3.24460616766047
Ba2GdCl7,mp-29084,2.4275,2.5565,0.129,-2.8726113354999994,10.0,2.6029061676604703
Ba2GdMoO6,mp-1079839,0.9083000000000001,4.3102,3.4019,-3.040581021999999,10.0,1.0837061676604702
Ba2GdNbO6,mp-22531,2.7148000000000003,4.7411,2.0263,-3.423956167000001,10.0,2.8902061676604704
Ba2GdPaO6,mp-1205929,3.6553999999999998,6.4593,2.8039,-3.703111186,10.0,3.83080616766047
Ba2GdSbO6,mp-753668,3.4808000000000003,6.2929,2.8121,-3.0568314610000074,10.0,3.6562061676604705
Ba2GdTaO6,mp-1205549,3.3075999999999994,5.3241,2.0165,-3.543877060733334,10.0,3.4830061676604696
Ba2GdUO6,mp-1205845,0.8429000000000002,5.868,5.0251,-3.618613175999999,10.0,1.0183061676604703
Ba2Ge2Se5,mp-18335,1.2918,3.108,1.8162,-1.3865706779687506,10.0,1.4672061676604702
Ba2Ge2Te5,mp-17885,0.6240999999999999,4.0237,3.3996,-1.0869845000925933,16.987716886666664,0.8347686016108035
Ba2GeAs2,mp-8195,0.5526,3.4228,2.8702,-0.8893343135000024,20.07948737,0.7710387911100551
Ba2GeO4,mp-780263,4.176399999999999,5.1983,1.0219,-2.8565758438095243,10.0,4.351806167660469
Ba2GeP2,mp-8194,0.5682,3.8424,3.2742,-0.8507398508571413,19.659445083333335,0.7857266098678625
Ba2GeS4,mp-540805,2.2853,4.3216,2.0363,-1.7188717157142837,10.0,2.46070616766047
Ba2GeSe4,mp-11902,1.4121000000000001,3.2648,1.8527,-1.6233069270535705,63.066776036666646,1.6596391805862718
Ba2H2Pd(S5O17)2,mp-1195529,1.5874,1.9782,0.3908,-1.865396076887755,10.0,1.76280616766047
Ba2H6Os,mp-697044,1.9684,3.347,1.3786,-0.5179564941666668,11.661519090000008,2.156020288357292
Ba2H6Pt,mp-643253,1.7477,2.8441,1.0964,-0.5388367430555547,15.239623129999998,1.952580082394589
Ba2H6Ru,mp-697038,1.8727999999999998,3.1226,1.2498,-0.5321339786111108,11.78959394333333,2.061218874723765
Ba2H8PtO8,mp-1200998,2.4360046805332787,3.5495376427754204,1.1135329622421417,-1.6769681805263161,10.0,2.611410848193749
Ba2HfO4,mp-754363,3.4379999999999997,5.3839,1.9459,-3.536360435714286,53.48340826333541,3.683103555442594
Ba2HfS4,mp-9321,0.8645999999999998,3.3427,2.4781,-2.2083305614285718,39.07376125068722,1.1037925542376943
Ba2HgS5,mp-1194545,1.9825,3.9351,1.9526,-1.4468766143750016,10.0,2.15790616766047
Ba2HoCl7,mp-1214684,5.4559,5.4291,-0.0268,-2.8670788825000004,10.0,5.63130616766047
Ba2HoNbO6,mp-12641,2.8596,4.827,1.9674,-3.4687507135000004,10.0,3.03500616766047
Ba2HoPaO6,mp-1205699,3.9051,6.5294,2.6243,-3.7519611845000016,10.0,4.08050616766047
Ba2HoSbO6,mp-6687,3.4227999999999996,6.3637,2.9409,-3.0998822164999993,10.0,3.5982061676604697
Ba2HoTaO6,mp-13000,3.4478000000000004,5.4724,2.0246,-3.5903397202333323,10.0,3.6232061676604705
Ba2HoUO6,mp-1205585,0.8731999999999998,5.9843,5.1111,-3.6662475604999996,10.0,1.0486061676604699
Ba2In2O5,mp-20546,0.9114999999999998,3.9644,3.0529,-2.4223918959259274,15.722219173333329,1.118106745792631
Ba2In2S5,mp-22841,1.9866000000000001,4.5414,2.5548,-1.5823980721759225,10.0,2.1620061676604703
Ba2In2Si3SO10,mp-1194952,2.8920000000000003,5.5708,2.6788,-2.8884629843518517,10.0,3.0674061676604705
Ba2InBiS5,mp-864638,1.4528999999999996,4.5203,3.0674,-1.5203117037962959,27.791666980000002,1.6831861601452012
Ba2InBiSe5,mp-1105202,1.061,3.5885,2.5275,-1.4701254198206017,10.0,1.23640616766047
Ba2InCuO4,mp-1228360,1.1107999999999998,4.1815,3.0707,-2.2252493208333326,10.0,1.28620616766047
Ba2InGaO5,mp-1106089,1.4144999999999999,4.146,2.7315,-2.570699569351852,18.058266269999944,1.6281602299464655
Ba2InO3F,mp-19956,2.0404,4.6182,2.5778,-2.865998735238095,24.599475933333334,2.266683392115172
Ba2InSbO6,mp-1206536,0.5239999999999996,4.438,3.914,-2.535739393666667,10.0,0.6994061676604698
Ba2InSbSe5,mp-1189339,0.7680000000000002,3.7515,2.9835,-1.4306021920428238,10.0,0.9434061676604705
Ba2La3Si3O12F,mp-686674,4.109400000000001,7.2948,3.1854,-3.6749721470238086,10.0,4.284806167660471
Ba2LaAg5S6,mp-553874,1.4647000000000006,4.6736,3.2089,-1.270610511309522,15.920207313333334,1.671984837775972
Ba2LaBiO6,mp-1078409,1.8277999999999999,4.6898,2.862,-2.788171481500001,10.0,2.00320616766047
Ba2LaC3O9F,mp-18111,3.8772999999999995,5.9304,2.0531,-2.8582040146875007,10.0,4.052706167660469
Ba2LaNbO6,mp-553281,3.0639,5.7153,2.6514,-3.3879811675000004,58.562549022995455,3.310393710362802
Ba2LaPaO6,mp-1205623,3.3736,6.9515,3.5779,-3.6514718885,10.0,3.5490061676604703
Ba2LaSbO6,mp-551269,3.8961,7.4379,3.5418,-3.0319059435,25.04288894395332,4.123000427611951
Ba2LaTaO6,mp-13055,3.6212999999999997,6.3652,2.7439,-3.5066615782333344,44.10086515333333,3.8629934611850265
Ba2Li(BO2)5,mp-6075,4.951700000000001,5.8592,0.9075,-3.0323629096759266,10.0,5.127106167660471
Ba2Li3TaN4,mp-573677,2.39705032342683,4.535841923540117,2.138791600113287,-0.9867448322333331,10.0,2.5724564910873
Ba2LiAl(CN2)4,mp-1197768,4.1427,4.9913,0.8486,-0.8702118541145838,10.0,4.31810616766047
Ba2LiIO6,mp-1207120,2.0784,4.8541,2.7757,-2.2351833338333336,21.63835879000001,2.299914500903719
Ba2LiReN4,mp-10555,1.7902,4.0016,2.2114,-0.9633605801041671,14.600078583333334,1.9926160104785489
Ba2LiReO6,mp-6270,1.8198000000000003,3.6533,1.8335,-2.741621015583333,27.681956529999997,2.049963910215981
Ba2LuBiO6,mp-1078394,1.4518,3.8569,2.4051,-2.8643274956666667,10.0,1.62720616766047
Ba2LuNbO6,mp-12644,2.851,4.8586,2.0076,-3.5062734356666665,10.0,3.02640616766047
Ba2LuSbO6,mp-1078185,3.2383,6.2503,3.012,-3.1285257716666672,10.0,3.4137061676604703
Ba2LuTaO6,mp-1079705,3.4088999999999996,5.5192,2.1103,-3.6264090853999997,10.0,3.5843061676604697
Ba2LuUO6,mp-1206047,2.0388,6.6895,4.6507,-3.69928473166667,10.0,2.2142061676604703
Ba2Mg(BO3)2,mp-9259,4.532399999999999,6.8572,2.3248,-3.127045616666662,12.585255886666666,4.725415929598977
Ba2Mg(PO4)2,mp-14558,4.696999999999999,6.1884,1.4914,-3.2307163659065994,10.0,4.872406167660469
Ba2Mg3H10,mp-733604,3.0265000000000004,3.6112,0.5847,-0.46198349049999954,10.0,3.2019061676604705
Ba2MgGe2O7,mp-1190545,3.6281472046652157,3.911346316169415,0.2831991115041993,-2.7905924054166653,10.0,3.803553372325686
Ba2MgH6,mp-643370,2.8864,3.6398,0.7534,-0.5458185658333323,15.535996870391804,3.092353177881311
Ba2MgMoO6,mp-1205825,2.2639,4.9894,2.7255,-2.8326574255,24.051410669999996,2.4893892872300807
Ba2MgSi2O7,mp-9338,4.4529000000000005,5.6664,1.2135,-3.363647231666667,8.254658983333334,4.610180535676551
Ba2MgUO6,mp-13811,2.0536999999999996,5.1915,3.1378,-3.4572446644999983,10.0,2.2291061676604698
Ba2MgWO6,mp-18986,3.2230999999999996,5.7878,2.5647,-2.9532242795,20.882064370000013,3.4431796553783043
Ba2Mn(AsO4)2,mp-558651,1.2429000000000001,4.006,2.7631,-2.457532997148542,10.0,1.4183061676604702
Ba2Mn(BO2)6,mp-18990,3.9823999999999997,5.7116,1.7292,-2.9541109004967154,10.0,4.157806167660469
Ba2Mn(PO4)2,mp-19487,3.9220000000000006,5.7411,1.8191,-3.064983261324365,10.0,4.097406167660471
Ba2Mn2CuF14,mp-1045769,0.9924000000000001,0.0704,-0.922,-2.964490094782214,10.0,1.16780616766047
Ba2Mn2Si2O9,mp-558695,2.4755999999999996,4.0638,1.5882,-2.9412712876408063,10.0,2.6510061676604697
Ba2Mn3(SeO3)6,mp-560955,0.9861,2.4954,1.5093,-1.8396608135467452,10.0,1.16150616766047
Ba2MnGe2O7,mp-1192147,2.7005,3.885,1.1845,-2.6160235656609196,10.0,2.87590616766047
Ba2MnMoO6,mp-20399,1.2653999999999996,4.6762,3.4108,-2.6296567122931043,10.0,1.4408061676604698
Ba2MnO3,mp-27443,1.4139000000000004,4.3444,2.9305,-2.5622813575718397,10.0,1.5893061676604705
Ba2MnSe3,mp-18513,1.0675,3.4265,2.359,-1.7726298141603827,10.0,1.24290616766047
Ba2MnTe3,mp-16905,0.8251999999999997,4.1708,3.3456,-1.4603592646551729,10.0,1.0006061676604698
Ba2MnTeO6,mp-18992,0.9485999999999999,4.6532,3.7046,-2.4804957404597716,19.075162778351764,1.1647909520039554
Ba2MnV2HO9,mp-1192656,0.9114000000000002,2.0626,1.1512,-2.6172728056120698,10.0,1.0868061676604703
Ba2MnWO6,mp-19085,2.2267,5.3963,3.1696,-2.7469805557931024,10.0,2.4021061676604702
Ba2Na2SrAl4F20,mp-1204071,7.1081,5.7972,-1.3109,-3.8877091392330567,10.0,7.28350616766047
Ba2Na2U(S2O)2,mp-1102325,1.2530000000000001,3.4202,2.1672,-2.36342373752351,10.0,1.4284061676604702
Ba2NaIO6,mp-1091394,2.2417000000000002,4.9438,2.7021,-2.207977574637931,14.808136239999998,2.4449409841858127
Ba2NaReO6,mp-6798,1.8705000000000003,3.6476,1.7771,-2.688152365387931,10.0,2.0459061676604704
Ba2Nb2TeO10,mp-557108,2.9816000000000003,4.2812,1.2996,-2.8590107516111107,10.0,3.1570061676604704
Ba2Nb6Te2O21,mp-16998,2.1571,3.416,1.2589,-2.8513737215591406,10.0,2.33250616766047
Ba2NbCrO6,mp-31627,1.5823999999999998,4.6102,3.0278,-3.056199825000012,10.0,1.75780616766047
Ba2NbFeO6,mp-1021504,1.7475,4.2489,2.5014,-2.8955537204999997,62.70667973000004,1.99496112280007
Ba2NbInO6,mp-20620,3.3501,6.2466,2.8965,-2.959584960666666,10.0,3.52550616766047
Ba2NbN3,mp-17024,1.952,4.223,2.271,-1.157705022499999,19.305802753333335,2.1687278483696932
Ba2NbP2O9F,mp-1228528,2.984722018301668,3.3383151174481203,0.35359309914645237,-3.2340231382857145,10.0,3.160128185962138
Ba2NbRhO6,mp-1205833,0.8889,4.6216,3.7327,-2.733223787000001,27.71886528,1.11910514551103
Ba2Nd2Si4O13,mp-561462,5.046200000000001,7.2309,2.1847,-3.5126079469047617,10.0,5.221606167660471
Ba2NdBiO6,mp-546321,1.6830000000000003,3.7332,2.0502,-2.763932660750001,10.0,1.8584061676604704
Ba2NdNbO6,mp-6167,2.9872999999999994,4.7292,1.7419,-3.3743605727499997,10.0,3.1627061676604695
Ba2NdPaO6,mp-1205708,3.4662,6.1527,2.6865,-3.643724666749999,10.0,3.6416061676604703
Ba2NdSbO6,mp-6122,3.7031,6.3867,2.6836,-3.0134353197500006,10.0,3.87850616766047
Ba2NdTaO6,mp-1205600,3.4981,5.3755,1.8774,-3.4936144624833325,10.0,3.67350616766047
Ba2NdUO6,mp-1205576,0.8979999999999997,5.931,5.033,-3.5589359597499994,10.0,1.0734061676604698
Ba2NdWO6,mp-1519207,1.7938000000000005,5.1435,3.3497,-3.052404307750001,10.0,1.9692061676604706
Ba2Ni(PO4)2,mp-19491,0.9375999999999998,3.5504,2.6128,-2.9179544370604398,10.0,1.11300616766047
Ba2NiMoO6,mp-552567,2.3514,5.1943,2.8429,-2.4492521300000005,23.45017194936358,2.575975442617211
Ba2NiWO6,mp-504723,3.3428999999999998,6.0275,2.6846,-2.563658962499999,20.385983259962156,3.5619806689318287
Ba2P2O7,mp-1019530,5.1483,5.648,0.4997,-3.223110419025973,10.0,5.32370616766047
Ba2P7Br,mp-1105535,1.6528,5.0342,3.3814,-0.8314607517499972,13.664044680000002,1.8511937600016906
Ba2P7I,mp-1188687,1.7662999999999998,5.3549,3.5886,-0.7554200472499992,13.45382887,1.9637134753516783
Ba2PCl,mp-27869,1.2602000000000002,3.237,1.9768,-1.8174295736607151,17.003209933854105,1.4709145830871777
Ba2PbO4,mp-20098,1.2338,3.5613,2.3275,-2.369039861428569,36.20488806667521,1.4712540693381149
Ba2PdF6,mp-29794,1.7553,1.4567,-0.2986,-3.2924955366666566,7.26626017999995,1.8984540501289988
Ba2PrBiO6,mp-1214573,1.7599999999999998,3.7948,2.0348,-2.7460314451666674,10.0,1.93540616766047
Ba2PrNbO6,mp-10344,2.9791000000000003,4.7201,1.741,-3.354416347166667,10.0,3.1545061676604704
Ba2PrPaO6,mp-1206062,3.4661000000000004,6.1595,2.6934,-3.620435965166667,10.0,3.6415061676604705
Ba2PrSbO6,mp-6692,3.712,6.3791,2.6671,-2.994456447166667,10.0,3.8874061676604703
Ba2PrTaO6,mp-1205686,3.4861000000000004,5.3768,1.8907,-3.473158075900001,10.0,3.6615061676604705
Ba2PuZnO6,mp-1207069,0.6585000000000001,5.0287,4.3702,-2.8637118088749984,10.0,0.8339061676604703
Ba2Re6S11,mp-14406,1.3384999999999998,6.0502,4.7117,-1.170297625394733,10.0,1.51390616766047
Ba2Sb2O5,mp-765493,2.3822,4.5651,2.1829,-2.489222776388891,9.89488838,2.5566955169527326
Ba2Sc2O5,mp-755950,2.7100000000000004,4.855,2.145,-3.507443436666667,19.488984036666665,2.927145213374979
Ba2ScCuO4,mp-1228350,2.0282000000000004,4.4351,2.4069,-2.879962554375,10.0,2.2036061676604706
Ba2ScNbO6,mp-1206644,2.5719,4.9242,2.3523,-3.4769086794999993,63.80738754999993,2.8195969529253477
Ba2ScO3F,mp-1228342,3.5461,5.4585,1.9124,-3.588207176428573,10.0,3.72150616766047
Ba2ScPaO6,mp-1206567,3.3981000000000003,6.5106,3.1125,-3.7624299774999996,10.0,3.5735061676604705
Ba2ScTaO6,mp-1205823,3.0173000000000005,5.4728,2.4555,-3.5931783102333332,46.96716096000004,3.260179753151214
Ba2Si3O8,mp-29222,4.5119,5.603,1.0911,-3.377933791730798,10.0,4.68730616766047
Ba2Si5N8,mp-9711,2.8815999999999997,8.3622,5.4806,-1.340124068000002,11.997132896666669,3.0712767434059502
Ba2SiO4,mp-17612,4.6319,6.5034,1.8715,-3.3619768532142857,10.0,4.80730616766047
Ba2SiS4,mp-5838,3.0050000000000003,5.5162,2.5112,-1.8971593110714267,10.0,3.1804061676604705
Ba2SiSe4,mp-14447,2.2783999999999995,4.1568,1.8784,-1.7248023406249975,19.601927926666665,2.495798660140437
Ba2SiTe4,mp-14448,1.1029000000000004,4.3989,3.296,-1.302884688809525,10.0,1.2783061676604706
Ba2SmBiO6,mp-1520422,2.4961,4.4577,1.9616,-2.780479544749999,10.0,2.6715061676604703
Ba2SmGaSe5,mp-1189376,1.7080000000000002,3.4748,1.7668,-1.907945853802083,10.0,1.8834061676604703
Ba2SmMoO6,mp-1095110,0.9085000000000001,4.3506,3.4421,-3.0179772245,10.0,1.0839061676604702
Ba2SmNbO6,mp-1520939,2.9074999999999998,4.7668,1.8593,-3.396624508250001,10.0,3.08290616766047
Ba2SmPaO6,mp-1205602,3.4592000000000005,6.113,2.6538,-3.6802769514999993,10.0,3.6346061676604706
Ba2SmSbO6,mp-6037,3.6828,6.4483,2.7655,-3.0407220915,10.0,3.85820616766047
Ba2SmTaO6,mp-1214622,3.3635149345965862,5.3011033951829996,1.937588460586413,-3.518325293233334,10.0,3.5389211022570564
Ba2SmUO6,mp-1207130,0.8488999999999995,5.8732,5.0243,-3.5953958395,10.0,1.0243061676604697
Ba2SmWO6,mp-1517191,1.7704000000000004,5.1474,3.377,-3.0862287430000004,10.0,1.9458061676604705
Ba2SnO4,mp-3359,2.4494000000000002,5.3304,2.881,-2.7252446964285713,19.786233553332522,2.66720602979449
Ba2SnS3F2,mp-17918,2.3078000000000003,4.1923,1.8845,-2.481164714375,10.0,2.4832061676604704
Ba2SnS4,mp-541832,1.9550999999999994,4.3809,2.4258,-1.7039017599999973,10.0,2.1305061676604695
Ba2SnSe4,mp-1192595,1.7547000000000001,3.6945,1.9398,-1.633364205625,10.0,1.9301061676604703
Ba2SnSe5,mp-31307,1.0872000000000002,3.1413,2.0541,-1.5117992986523436,10.0,1.2626061676604703
Ba2SrSeO6,mp-1523293,2.3123000000000005,4.9572,2.6449,-2.4957543862343754,10.0,2.4877061676604706
Ba2SrTeO6,mp-13356,3.1401000000000003,5.6885,2.5484,-2.730477315666667,18.292954523333336,3.3543692666203166
Ba2SrUO6,mp-14552,2.2855000000000003,4.4405,2.155,-3.5092926230000003,10.0,2.4609061676604704
Ba2SrWO6,mp-18764,3.2504,5.0301,1.7797,-2.968149434,23.148098100000002,3.474498392745389
Ba2Ta2O7,mp-770239,2.9092000000000002,4.4637,1.5545,-3.4398010086057997,10.0,3.0846061676604704
Ba2Ta6Te2O21,mp-6238,2.8259000000000003,4.3993,1.5734,-3.0739147868494623,10.0,3.0013061676604704
Ba2TaBiO6,mp-545544,2.5363,6.0819,3.5456,-2.950626889733333,93.3129856033333,2.788245137447341
Ba2TaCrO6,mp-31630,0.5778000000000008,5.0063,4.4285,-3.1679102164833326,10.0,0.753206167660471
Ba2TaFeO6,mp-1205671,1.8622999999999998,4.447,2.5847,-3.0062138862333336,46.92091986000003,2.10516176529823
Ba2TaInO6,mp-1079630,3.9458999999999995,6.9521,3.0062,-3.075058790399999,29.6896978,4.17815810554283
Ba2TaN3,mp-17400,2.0133,4.3418,2.3285,-1.2520875645555545,18.64243744,2.228447786112404
Ba2TaTlO6,mp-1205650,2.241,4.9474,2.7064,-2.814804107066668,10.0,2.4164061676604702
Ba2TbBiO6,mp-552191,1.7302,3.9453,2.2151,-2.8265844746666664,10.0,1.90560616766047
Ba2TbNbO6,mp-6254,2.9923,4.856,1.8637,-3.4515069166666663,10.0,3.1677061676604703
Ba2TbPaO6,mp-1206245,3.4648999999999996,6.2387,2.7738,-3.7311274436666664,10.0,3.6403061676604698
Ba2TbSbO6,mp-6265,3.5147999999999997,6.4456,2.9308,-3.084002428666667,10.0,3.69020616766047
Ba2TbTaO6,mp-1207064,3.5127999999999995,5.507,1.9942,-3.5712365213999995,10.0,3.6882061676604696
Ba2TbWO6,mp-1214561,1.6795,5.2142,3.5347,-3.1407082416666663,10.0,1.8549061676604701
Ba2TeP2O9,mp-560742,3.4372,5.2147,1.7775,-2.8544899032823134,10.0,3.61260616766047
Ba2ThS6,mp-1189897,1.3091000000000004,4.5651,3.256,-1.9835559516666639,10.0,1.4845061676604705
Ba2Ti(GeO4)2,mp-6289,3.7129000000000003,4.3196,0.6067,-2.894512731410256,27.294080520000005,3.9426238220727083
Ba2Ti(SiO4)2,mp-6081,3.7274000000000003,5.1315,1.4041,-3.44362643102564,16.03466894,3.93506921991251
Ba2TiO4,mp-3397,4.1439,5.1403,0.9964,-3.399091214047619,10.0,4.3193061676604705
Ba2TiS4,mp-17908,2.0967999999999996,4.1164,2.0196,-2.099204554761902,10.0,2.2722061676604697
Ba2Tl(HO)7,mp-757586,2.4973,2.6605,0.1632,-1.7223339007107847,10.0,2.67270616766047
