Material_Pair,Design_Thickness_nm,Design_Trap_Depth_eV,Voltage_Applied_V,Voltage_Effective_V,J_OFF_A_m2,J_ON_A_m2,I_OFF_A,I_ON_A
Candidate_8,4.0,1.4,2.05,2.05,196.22108003671528,196.2210800890068,1.9622108003671527e-12,1.9622108008900678e-12
Candidate_8,4.0,1.4,2.1,2.1,353.2457761227134,353.2457761945771,3.532457761227134e-12,3.5324577619457712e-12
Candidate_8,4.0,1.4,2.15,2.15,623.7567884994604,623.7567885978234,6.2375678849946045e-12,6.237567885978234e-12
Candidate_8,4.0,1.4,2.2,2.2,1066.3138167087318,1066.3138168428416,1.0663138167087318e-11,1.0663138168428415e-11
Candidate_8,4.0,1.4,2.25,2.25,1762.7523920122392,1762.7523921944007,1.7627523920122393e-11,1.7627523921944007e-11
Candidate_8,4.0,1.4,2.3,2.3,2827.380216526794,2827.380216773328,2.827380216526794e-11,2.8273802167733278e-11
Candidate_8,4.0,1.4,2.35,2.35,4418.402058396073,4418.402058728559,4.4184020583960726e-11,4.4184020587285585e-11
Candidate_8,4.0,1.4,2.4,2.4,6751.788705997095,6751.788706443982,6.751788705997095e-11,6.751788706443982e-11
Candidate_8,4.0,1.4,2.45,2.45,10118.043364288027,10118.043364886711,1.0118043364288027e-10,1.0118043364886711e-10
Candidate_8,4.0,1.4,2.5,2.5,14902.375835452816,14902.375836252315,1.4902375835452817e-10,1.4902375836252315e-10
Candidate_8,4.0,1.4,2.55,2.55,21608.78087402339,21608.780875087778,2.1608780874023388e-10,2.1608780875087778e-10
Candidate_8,4.0,1.4,2.6,2.6,30888.49333596922,30888.493337382046,3.088849333596922e-10,3.0888493337382044e-10
Candidate_8,4.0,1.4,2.65,2.65,43573.272702630326,43573.27270450023,4.3573272702630324e-10,4.3573272704500233e-10
Candidate_8,4.0,1.4,2.7,2.7,60713.95062232784,60713.950624795754,6.071395062232783e-10,6.071395062479576e-10
Candidate_8,4.0,1.4,2.75,2.75,83624.65312780133,83624.65313104964,8.362465312780133e-10,8.362465313104964e-10
Candidate_8,4.0,1.4,2.8,2.8,113933.08181055984,113933.08181482398,1.1393308181055984e-09,1.1393308181482397e-09
Candidate_8,4.0,1.4,2.85,2.85,153637.20471787985,153637.2047234631,1.5363720471787985e-09,1.536372047234631e-09
Candidate_8,4.0,1.4,2.9,2.9,205168.66826736947,205168.66827466158,2.0516866826736947e-09,2.0516866827466157e-09
Candidate_8,4.0,1.4,2.95,2.95,271463.1966928363,271463.19670233707,2.714631966928363e-09,2.7146319670233708e-09
Candidate_8,4.0,1.4,3.0,3.0,356038.19629861775,356038.1963109668,3.5603819629861775e-09,3.560381963109668e-09
Candidate_8,4.0,1.6,-3.0,-3.0,-356038.19629861775,-356038.19629862317,-3.5603819629861775e-09,-3.5603819629862317e-09
Candidate_8,4.0,1.6,-2.95,-2.95,-271463.1966928363,-271463.1966928404,-2.714631966928363e-09,-2.7146319669284042e-09
Candidate_8,4.0,1.6,-2.9,-2.9,-205168.66826736904,-205168.6682673722,-2.05168668267369e-09,-2.051686682673722e-09
Candidate_8,4.0,1.6,-2.85,-2.85,-153637.2047178795,-153637.20471788195,-1.536372047178795e-09,-1.5363720471788194e-09
Candidate_8,4.0,1.6,-2.8,-2.8,-113933.08181055913,-113933.081810561,-1.1393308181055913e-09,-1.13933081810561e-09
Candidate_8,4.0,1.6,-2.75,-2.75,-83624.65312780133,-83624.65312780274,-8.362465312780133e-10,-8.362465312780274e-10
Candidate_8,4.0,1.6,-2.7,-2.7,-60713.95062232784,-60713.95062232891,-6.071395062232783e-10,-6.071395062232892e-10
Candidate_8,4.0,1.6,-2.65,-2.65,-43573.27270263016,-43573.27270263097,-4.357327270263016e-10,-4.3573272702630975e-10
Candidate_8,4.0,1.6,-2.6,-2.6,-30888.4933359691,-30888.493335969717,-3.08884933359691e-10,-3.0888493335969716e-10
Candidate_8,4.0,1.6,-2.55,-2.55,-21608.780874023225,-21608.78087402369,-2.1608780874023225e-10,-2.160878087402369e-10
Candidate_8,4.0,1.6,-2.5,-2.5,-14902.375835452816,-14902.375835453166,-1.4902375835452817e-10,-1.4902375835453166e-10
Candidate_8,4.0,1.6,-2.45,-2.45,-10118.043364288027,-10118.043364288289,-1.0118043364288027e-10,-1.0118043364288289e-10
Candidate_8,4.0,1.6,-2.4,-2.4,-6751.7887059970935,-6751.788705997289,-6.751788705997094e-11,-6.751788705997289e-11
Candidate_8,4.0,1.6,-2.35,-2.35,-4418.402058396054,-4418.402058396199,-4.418402058396054e-11,-4.418402058396199e-11
Candidate_8,4.0,1.6,-2.3,-2.3,-2827.380216526771,-2827.380216526879,-2.827380216526771e-11,-2.827380216526879e-11
Candidate_8,4.0,1.6,-2.25,-2.25,-1762.7523920122392,-1762.7523920123188,-1.7627523920122393e-11,-1.7627523920123188e-11
Candidate_8,4.0,1.6,-2.2,-2.2,-1066.3138167087318,-1066.3138167087905,-1.0663138167087318e-11,-1.0663138167087904e-11
Candidate_8,4.0,1.6,-2.15,-2.15,-623.7567884994602,-623.7567884995032,-6.237567884994602e-12,-6.237567884995032e-12
Candidate_8,4.0,1.6,-2.1,-2.1,-353.24577612271065,-353.24577612274203,-3.5324577612271064e-12,-3.53245776122742e-12
Candidate_8,4.0,1.6,-2.05,-2.05,-196.22108003671303,-196.22108003673586,-1.9622108003671305e-12,-1.9622108003673587e-12
Candidate_8,4.0,1.6,-2.0,-2.0,-110.60464758974166,-110.6046475897582,-1.1060464758974165e-12,-1.106046475897582e-12
Candidate_8,4.0,1.6,-1.95,-1.95,-66.61148997176579,-66.61148997177773,-6.66114899717658e-13,-6.661148997177773e-13
Candidate_8,4.0,1.6,-1.9,-1.9,-44.49834020764153,-44.4983402076501,-4.449834020764153e-13,-4.44983402076501e-13
Candidate_8,4.0,1.6,-1.85,-1.85,-32.69915859962031,-32.699158599626436,-3.2699158599620313e-13,-3.2699158599626437e-13
Candidate_8,4.0,1.6,-1.8,-1.8,-25.432425770654046,-25.432425770658405,-2.5432425770654046e-13,-2.5432425770658403e-13
Candidate_8,4.0,1.6,-1.75,-1.75,-20.236661641251786,-20.23666164125487,-2.0236661641251786e-13,-2.0236661641254869e-13
Candidate_8,4.0,1.6,-1.7,-1.7,-16.184909828911472,-16.184909828913643,-1.6184909828911473e-13,-1.6184909828913644e-13
Candidate_8,4.0,1.6,-1.65,-1.65,-12.930160309636884,-12.930160309638403,-1.2930160309636885e-13,-1.2930160309638402e-13
Candidate_8,4.0,1.6,-1.6,-1.6,-10.308340462488456,-10.308340462489513,-1.0308340462488456e-13,-1.0308340462489513e-13
Candidate_8,4.0,1.6,-1.55,-1.55,-8.2068981453665,-8.20689814536723,-8.2068981453665e-14,-8.20689814536723e-14
Candidate_8,4.0,1.6,-1.5,-1.5,-6.531414159231675,-6.531414159232177,-6.531414159231675e-14,-6.531414159232177e-14
Candidate_8,4.0,1.6,-1.45,-1.45,-5.2002790309231095,-5.2002790309234515,-5.20027903092311e-14,-5.200279030923451e-14
Candidate_8,4.0,1.6,-1.4,-1.4,-4.144576802110839,-4.144576802111071,-4.144576802110839e-14,-4.144576802111071e-14
Candidate_8,4.0,1.6,-1.35,-1.35,-3.307649527661434,-3.30764952766159,-3.3076495276614344e-14,-3.30764952766159e-14
Candidate_8,4.0,1.6,-1.3,-1.3,-2.6438208296082437,-2.6438208296083476,-2.6438208296082437e-14,-2.6438208296083476e-14
Candidate_8,4.0,1.6,-1.25,-1.25,-2.1167199898275904,-2.116719989827659,-2.1167199898275902e-14,-2.116719989827659e-14
Candidate_8,4.0,1.6,-1.2,-1.2,-1.6975904229387562,-1.6975904229388012,-1.697590422938756e-14,-1.6975904229388012e-14
Candidate_8,4.0,1.6,-1.15,-1.15,-1.3637770740248252,-1.3637770740248543,-1.3637770740248251e-14,-1.3637770740248543e-14
Candidate_8,4.0,1.6,-1.1,-1.1,-1.0974564528731718,-1.0974564528731905,-1.0974564528731718e-14,-1.0974564528731904e-14
Candidate_8,4.0,1.6,-1.05,-1.05,-0.8846065786853148,-0.8846065786853267,-8.846065786853148e-15,-8.846065786853267e-15
Candidate_8,4.0,1.6,-1.0,-1.0,-0.7141873892384667,-0.7141873892384741,-7.141873892384667e-15,-7.141873892384741e-15
Candidate_8,4.0,1.6,-0.95,-0.95,-0.5774954198516106,-0.5774954198516152,-5.774954198516106e-15,-5.774954198516152e-15
Candidate_8,4.0,1.6,-0.9,-0.9,-0.4676584487971247,-0.46765844879712754,-4.676584487971247e-15,-4.676584487971275e-15
Candidate_8,4.0,1.6,-0.85,-0.85,-0.3792407097145132,-0.37924070971451485,-3.7924070971451315e-15,-3.792407097145149e-15
Candidate_8,4.0,1.6,-0.8,-0.8,-0.30793467101631655,-0.30793467101631755,-3.0793467101631657e-15,-3.0793467101631755e-15
Candidate_8,4.0,1.6,-0.75,-0.75,-0.2503202858518839,-0.2503202858518844,-2.5032028585188387e-15,-2.5032028585188442e-15
Candidate_8,4.0,1.6,-0.7,-0.7,-0.20367672682398932,-0.20367672682398966,-2.0367672682398934e-15,-2.0367672682398966e-15
Candidate_8,4.0,1.6,-0.65,-0.65,-0.16583493109333514,-0.16583493109333533,-1.6583493109333514e-15,-1.6583493109333533e-15
Candidate_8,4.0,1.6,-0.6,-0.6,-0.13506189299566443,-0.13506189299566454,-1.3506189299566442e-15,-1.3506189299566454e-15
Candidate_8,4.0,1.6,-0.55,-0.55,-0.10996967703940257,-0.10996967703940262,-1.0996967703940257e-15,-1.0996967703940263e-15
Candidate_8,4.0,1.6,-0.5,-0.5,-0.08944370126636757,-0.0894437012663676,-8.944370126636758e-16,-8.94437012663676e-16
Candidate_8,4.0,1.6,-0.45,-0.45,-0.07258605896851349,-0.0725860589685135,-7.258605896851349e-16,-7.25860589685135e-16
Candidate_8,4.0,1.6,-0.4,-0.4,-0.05867058613577796,-0.05867058613577797,-5.867058613577796e-16,-5.867058613577797e-16
Candidate_8,4.0,1.6,-0.35,-0.35,-0.047107106139797884,-0.047107106139797884,-4.710710613979789e-16,-4.710710613979789e-16
Candidate_8,4.0,1.6,-0.3,-0.3,-0.037412841210739414,-0.037412841210739414,-3.7412841210739415e-16,-3.7412841210739415e-16
Candidate_8,4.0,1.6,-0.25,-0.25,-0.02918941006704653,-0.02918941006704653,-2.918941006704653e-16,-2.918941006704653e-16
Candidate_8,4.0,1.6,-0.2,-0.2,-0.022104161548510453,-0.022104161548510453,-2.2104161548510453e-16,-2.2104161548510453e-16
Candidate_8,4.0,1.6,-0.15,-0.15,-0.03202402262625234,-0.03202402262625234,-3.2024022626252343e-16,-3.2024022626252343e-16
Candidate_8,4.0,1.6,-0.1,-0.1,-0.02134934849588087,-0.02134934849588087,-2.1349348495880872e-16,-2.1349348495880872e-16
Candidate_8,4.0,1.6,-0.05,-0.05,-0.010674674271657717,-0.010674674271657717,-1.0674674271657718e-16,-1.0674674271657718e-16
Candidate_8,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0
Candidate_8,4.0,1.6,0.05,0.05,0.010674674271657811,0.010674674271657811,1.0674674271657812e-16,1.0674674271657812e-16
Candidate_8,4.0,1.6,0.1,0.1,0.021349348495880965,0.021349348495880965,2.1349348495880966e-16,2.1349348495880966e-16
Candidate_8,4.0,1.6,0.15,0.15,0.03202402262625244,0.03202402262625244,3.2024022626252436e-16,3.2024022626252436e-16
Candidate_8,4.0,1.6,0.2,0.2,0.022104161548510554,0.022104161548510554,2.2104161548510555e-16,2.2104161548510555e-16
Candidate_8,4.0,1.6,0.25,0.25,0.02918941006704653,0.02918941006704653,2.918941006704653e-16,2.918941006704653e-16
Candidate_8,4.0,1.6,0.3,0.3,0.03741284121073956,0.03741284121073956,3.741284121073956e-16,3.741284121073956e-16
Candidate_8,4.0,1.6,0.35,0.35,0.04710710613979788,0.04710710613979788,4.710710613979788e-16,4.710710613979788e-16
Candidate_8,4.0,1.6,0.4,0.4,0.05867058613577818,0.058670586135778184,5.867058613577817e-16,5.867058613577818e-16
Candidate_8,4.0,1.6,0.45,0.45,0.07258605896851347,0.07258605896851349,7.258605896851348e-16,7.258605896851349e-16
Candidate_8,4.0,1.6,0.5,0.5,0.08944370126636757,0.0894437012663676,8.944370126636758e-16,8.94437012663676e-16
Candidate_8,4.0,1.6,0.55,0.55,0.10996967703940254,0.1099696770394026,1.0996967703940255e-15,1.0996967703940259e-15
Candidate_8,4.0,1.6,0.6,0.6,0.13506189299566443,0.13506189299566454,1.3506189299566442e-15,1.3506189299566454e-15
Candidate_8,4.0,1.6,0.65,0.65,0.16583493109333572,0.1658349310933359,1.658349310933357e-15,1.658349310933359e-15
Candidate_8,4.0,1.6,0.7,0.7,0.2036767268239893,0.20367672682398963,2.036767268239893e-15,2.036767268239896e-15
Candidate_8,4.0,1.6,0.75,0.75,0.2503202858518839,0.2503202858518844,2.5032028585188387e-15,2.5032028585188442e-15
Candidate_8,4.0,1.6,0.8,0.8,0.3079346710163165,0.3079346710163175,3.079346710163165e-15,3.079346710163175e-15
Candidate_8,4.0,1.6,0.85,0.85,0.3792407097145132,0.37924070971451485,3.7924070971451315e-15,3.792407097145149e-15
Candidate_8,4.0,1.6,0.9,0.9,0.4676584487971246,0.4676584487971274,4.676584487971246e-15,4.6765844879712745e-15
Candidate_8,4.0,1.6,0.95,0.95,0.5774954198516146,0.5774954198516192,5.774954198516145e-15,5.7749541985161926e-15
Candidate_8,4.0,1.6,1.0,1.0,0.7141873892384667,0.7141873892384741,7.141873892384667e-15,7.141873892384741e-15
Candidate_8,4.0,1.6,1.05,1.05,0.8846065786853148,0.8846065786853267,8.846065786853148e-15,8.846065786853267e-15
Candidate_8,4.0,1.6,1.1,1.1,1.0974564528731754,1.097456452873194,1.0974564528731754e-14,1.097456452873194e-14
Candidate_8,4.0,1.6,1.15,1.15,1.3637770740248347,1.3637770740248638,1.3637770740248347e-14,1.3637770740248638e-14
Candidate_8,4.0,1.6,1.2,1.2,1.6975904229387562,1.6975904229388012,1.697590422938756e-14,1.6975904229388012e-14
Candidate_8,4.0,1.6,1.25,1.25,2.1167199898275904,2.116719989827659,2.1167199898275902e-14,2.116719989827659e-14
Candidate_8,4.0,1.6,1.3,1.3,2.6438208296082437,2.6438208296083476,2.6438208296082437e-14,2.6438208296083476e-14
Candidate_8,4.0,1.6,1.35,1.35,3.3076495276614444,3.3076495276616003,3.3076495276614445e-14,3.3076495276616004e-14
Candidate_8,4.0,1.6,1.4,1.4,4.144576802110853,4.144576802111085,4.144576802110853e-14,4.1445768021110846e-14
Candidate_8,4.0,1.6,1.45,1.45,5.2002790309231095,5.2002790309234515,5.20027903092311e-14,5.200279030923451e-14
Candidate_8,4.0,1.6,1.5,1.5,6.531414159231675,6.531414159232177,6.531414159231675e-14,6.531414159232177e-14
Candidate_8,4.0,1.6,1.55,1.55,8.2068981453665,8.20689814536723,8.2068981453665e-14,8.20689814536723e-14
Candidate_8,4.0,1.6,1.6,1.6,10.30834046248849,10.308340462489546,1.030834046248849e-13,1.0308340462489547e-13
Candidate_8,4.0,1.6,1.65,1.65,12.930160309636928,12.930160309638447,1.2930160309636928e-13,1.2930160309638447e-13
Candidate_8,4.0,1.6,1.7,1.7,16.18490982891147,16.18490982891364,1.6184909828911468e-13,1.618490982891364e-13
Candidate_8,4.0,1.6,1.75,1.75,20.236661641251786,20.23666164125487,2.0236661641251786e-13,2.0236661641254869e-13
Candidate_8,4.0,1.6,1.8,1.8,25.43242577065403,25.43242577065839,2.543242577065403e-13,2.5432425770658393e-13
Candidate_8,4.0,1.6,1.85,1.85,32.69915859962052,32.69915859962664,3.269915859962052e-13,3.2699158599626644e-13
Candidate_8,4.0,1.6,1.9,1.9,44.49834020764166,44.49834020765023,4.4498340207641663e-13,4.449834020765023e-13
Candidate_8,4.0,1.6,1.95,1.95,66.61148997176593,66.61148997177787,6.661148997176594e-13,6.661148997177787e-13
Candidate_8,4.0,1.6,2.0,2.0,110.60464758974166,110.6046475897582,1.1060464758974165e-12,1.106046475897582e-12
Candidate_8,4.0,1.6,2.05,2.05,196.22108003671528,196.2210800367381,1.9622108003671527e-12,1.962210800367381e-12
Candidate_8,4.0,1.6,2.1,2.1,353.2457761227134,353.24577612274476,3.532457761227134e-12,3.5324577612274477e-12
Candidate_8,4.0,1.6,2.15,2.15,623.7567884994604,623.7567884995034,6.2375678849946045e-12,6.237567884995034e-12
Candidate_8,4.0,1.6,2.2,2.2,1066.3138167087318,1066.3138167087905,1.0663138167087318e-11,1.0663138167087904e-11
Candidate_8,4.0,1.6,2.25,2.25,1762.7523920122392,1762.7523920123188,1.7627523920122393e-11,1.7627523920123188e-11
Candidate_8,4.0,1.6,2.3,2.3,2827.380216526794,2827.3802165269017,2.827380216526794e-11,2.8273802165269016e-11
Candidate_8,4.0,1.6,2.35,2.35,4418.402058396073,4418.402058396218,4.4184020583960726e-11,4.418402058396218e-11
Candidate_8,4.0,1.6,2.4,2.4,6751.788705997095,6751.788705997291,6.751788705997095e-11,6.751788705997291e-11
Candidate_8,4.0,1.6,2.45,2.45,10118.043364288027,10118.043364288289,1.0118043364288027e-10,1.0118043364288289e-10
Candidate_8,4.0,1.6,2.5,2.5,14902.375835452816,14902.375835453166,1.4902375835452817e-10,1.4902375835453166e-10
Candidate_8,4.0,1.6,2.55,2.55,21608.78087402339,21608.780874023854,2.1608780874023388e-10,2.1608780874023856e-10
Candidate_8,4.0,1.6,2.6,2.6,30888.49333596922,30888.493335969837,3.088849333596922e-10,3.0888493335969835e-10
Candidate_8,4.0,1.6,2.65,2.65,43573.272702630326,43573.27270263114,4.3573272702630324e-10,4.357327270263114e-10
Candidate_8,4.0,1.6,2.7,2.7,60713.95062232784,60713.95062232891,6.071395062232783e-10,6.071395062232892e-10
Candidate_8,4.0,1.6,2.75,2.75,83624.65312780133,83624.65312780274,8.362465312780133e-10,8.362465312780274e-10
Candidate_8,4.0,1.6,2.8,2.8,113933.08181055984,113933.0818105617,1.1393308181055984e-09,1.139330818105617e-09
Candidate_8,4.0,1.6,2.85,2.85,153637.20471787985,153637.2047178823,1.5363720471787985e-09,1.536372047178823e-09
Candidate_8,4.0,1.6,2.9,2.9,205168.66826736947,205168.66826737265,2.0516866826736947e-09,2.0516866826737266e-09
Candidate_8,4.0,1.6,2.95,2.95,271463.1966928363,271463.1966928404,2.714631966928363e-09,2.7146319669284042e-09
Candidate_8,4.0,1.6,3.0,3.0,356038.19629861775,356038.19629862317,3.5603819629861775e-09,3.5603819629862317e-09
Candidate_8,4.5,0.8,-3.0,-3.0,-48782.46965359086,-73424.71761569283,-4.878246965359086e-10,-7.342471761569284e-10
Candidate_8,4.5,0.8,-2.95,-2.95,-36106.12670284782,-55332.65288653966,-3.6106126702847815e-10,-5.533265288653966e-10
Candidate_8,4.5,0.8,-2.9,-2.9,-26462.9888488901,-41430.21591592345,-2.64629888488901e-10,-4.143021591592345e-10
Candidate_8,4.5,0.8,-2.85,-2.85,-19196.13678437188,-30820.665075681063,-1.919613678437188e-10,-3.0820665075681063e-10
Candidate_8,4.5,0.8,-2.8,-2.8,-13774.10295306167,-22780.996572536424,-1.3774102953061672e-10,-2.2780996572536423e-10
Candidate_8,4.5,0.8,-2.75,-2.75,-9770.643352930236,-16732.280428837854,-9.770643352930236e-11,-1.6732280428837854e-10
Candidate_8,4.5,0.8,-2.7,-2.7,-6847.03677241418,-12214.313057422161,-6.84703677241418e-11,-1.221431305742216e-10
Candidate_8,4.5,0.8,-2.65,-2.65,-4736.721102850701,-8864.0669653885,-4.736721102850701e-11,-8.8640669653885e-11
Candidate_8,4.5,0.8,-2.6,-2.6,-3232.0723927165154,-6397.472863010507,-3.232072392716515e-11,-6.397472863010508e-11
Candidate_8,4.5,0.8,-2.55,-2.55,-2173.1309969243766,-4594.11669991158,-2.1731309969243766e-11,-4.59411669991158e-11
Candidate_8,4.5,0.8,-2.5,-2.5,-1438.0804911353357,-3284.4755700977385,-1.4380804911353357e-11,-3.284475570097739e-11
Candidate_8,4.5,0.8,-2.45,-2.45,-935.2888574502356,-2339.353338654064,-9.352888574502355e-12,-2.3393533386540638e-11
Candidate_8,4.5,0.8,-2.4,-2.4,-596.7276072970426,-1661.2102430909686,-5.967276072970426e-12,-1.6612102430909685e-11
Candidate_8,4.5,0.8,-2.35,-2.35,-372.5926867419619,-1177.1113056702825,-3.725926867419619e-12,-1.1771113056702825e-11
Candidate_8,4.5,0.8,-2.3,-2.3,-226.9607851492222,-833.0465679551276,-2.269607851492222e-12,-8.330465679551275e-12
Candidate_8,4.5,0.8,-2.25,-2.25,-134.32554517225628,-589.4021237770462,-1.343255451722563e-12,-5.894021237770462e-12
Candidate_8,4.5,0.8,-2.2,-2.2,-76.8698894357973,-417.3849978596266,-7.68698894357973e-13,-4.173849978596266e-12
Candidate_8,4.5,0.8,-2.15,-2.15,-42.34413792737207,-296.2284751469276,-4.2344137927372067e-13,-2.962284751469276e-12
Candidate_8,4.5,0.8,-2.1,-2.1,-22.438243346814257,-211.03138197283837,-2.2438243346814258e-13,-2.110313819728384e-12
Candidate_8,4.5,0.8,-2.05,-2.05,-11.564620759543741,-151.11968601503443,-1.156462075954374e-13,-1.5111968601503443e-12
Candidate_8,4.5,0.8,-2.0,-2.0,-5.99819415478112,-108.8543921274836,-5.99819415478112e-14,-1.0885439212748361e-12
Candidate_8,4.5,0.8,-1.95,-1.95,-3.3199331024138434,-78.81379879459084,-3.319933102413844e-14,-7.881379879459084e-13
Candidate_8,4.5,0.8,-1.9,-1.9,-2.062853305643349,-57.234477332023,-2.062853305643349e-14,-5.7234477332023e-13
Candidate_8,4.5,0.8,-1.85,-1.85,-1.4361451797273752,-41.57493658495463,-1.4361451797273752e-14,-4.1574936584954627e-13
Candidate_8,4.5,0.8,-1.8,-1.8,-1.0723440674831004,-30.13753574975545,-1.0723440674831004e-14,-3.013753574975545e-13
Candidate_8,4.5,0.8,-1.75,-1.75,-0.8240424799360262,-21.76768925594492,-8.240424799360261e-15,-2.176768925594492e-13
Candidate_8,4.5,0.8,-1.7,-1.7,-0.6377267151885652,-15.65201364623685,-6.3772671518856514e-15,-1.5652013646236852e-13
Candidate_8,4.5,0.8,-1.65,-1.65,-0.4932716361761687,-11.199241290649757,-4.9327163617616874e-15,-1.1199241290649758e-13
Candidate_8,4.5,0.8,-1.6,-1.6,-0.38083259774010403,-7.971911076475982,-3.80832597740104e-15,-7.971911076475983e-14
Candidate_8,4.5,0.8,-1.55,-1.55,-0.293688669918429,-5.644444785777515,-2.9368866991842903e-15,-5.644444785777515e-14
Candidate_8,4.5,0.8,-1.5,-1.5,-0.22646106618540177,-3.9747124168404135,-2.2646106618540178e-15,-3.9747124168404134e-14
Candidate_8,4.5,0.8,-1.45,-1.45,-0.17474994459907056,-2.7833060723313503,-1.7474994459907056e-15,-2.7833060723313504e-14
Candidate_8,4.5,0.8,-1.4,-1.4,-0.13502190116851392,-1.937925752874051,-1.3502190116851393e-15,-1.937925752874051e-14
Candidate_8,4.5,0.8,-1.35,-1.35,-0.10449760958374388,-1.3415099190906012,-1.0449760958374387e-15,-1.3415099190906013e-14
Candidate_8,4.5,0.8,-1.3,-1.3,-0.08102311643303989,-0.9232244264602179,-8.102311643303988e-16,-9.232244264602179e-15
Candidate_8,4.5,0.8,-1.25,-1.25,-0.06294412214966923,-0.6316535356844329,-6.294412214966923e-16,-6.316535356844329e-15
Candidate_8,4.5,0.8,-1.2,-1.2,-0.048996163714104916,-0.42968286146738466,-4.899616371410491e-16,-4.2968286146738465e-15
Candidate_8,4.5,0.8,-1.15,-1.15,-0.03821472167275288,-0.29067470404692225,-3.8214721672752883e-16,-2.9067470404692226e-15
Candidate_8,4.5,0.8,-1.1,-1.1,-0.029864305862254983,-0.1956245124368438,-2.9864305862254986e-16,-1.9562451243684382e-15
Candidate_8,4.5,0.8,-1.05,-1.05,-0.023383663610044243,-0.13105790518381394,-2.338366361004424e-16,-1.3105790518381395e-15
Candidate_8,4.5,0.8,-1.0,-1.0,-0.018343924193929512,-0.0874836481780338,-1.8343924193929511e-16,-8.748364817803379e-16
Candidate_8,4.5,0.8,-0.95,-0.95,-0.014416812088292213,-0.05826183067837666,-1.4416812088292214e-16,-5.826183067837667e-16
Candidate_8,4.5,0.8,-0.9,-0.9,-0.011350568929956636,-0.0387805104328253,-1.1350568929956637e-16,-3.87805104328253e-16
Candidate_8,4.5,0.8,-0.85,-0.85,-0.008951725878620786,-0.025860322923024016,-8.951725878620786e-17,-2.5860322923024014e-16
Candidate_8,4.5,0.8,-0.8,-0.8,-0.007071297023467999,-0.01732663809168747,-7.071297023468e-17,-1.7326638091687468e-16
Candidate_8,4.5,0.8,-0.75,-0.75,-0.005594308166424908,-0.011704154585748267,-5.594308166424908e-17,-1.1704154585748268e-16
Candidate_8,4.5,0.8,-0.7,-0.7,-0.00443184168339373,-0.008000426612225425,-4.43184168339373e-17,-8.000426612225425e-17
Candidate_8,4.5,0.8,-0.65,-0.65,-0.003514980993445638,-0.005553573905695462,-3.514980993445638e-17,-5.553573905695462e-17
Candidate_8,4.5,0.8,-0.6,-0.6,-0.0027901911580162373,-0.003925997831996926,-2.7901911580162376e-17,-3.925997831996926e-17
Candidate_8,4.5,0.8,-0.55,-0.55,-0.002215786985226927,-0.002830835024154977,-2.215786985226927e-17,-2.830835024154977e-17
Candidate_8,4.5,0.8,-0.5,-0.5,-0.0017592260623141712,-0.0020815256395959425,-1.759226062314171e-17,-2.0815256395959426e-17
Candidate_8,4.5,0.8,-0.45,-0.45,-0.0013950285790769587,-0.0015575656215053187,-1.3950285790769587e-17,-1.5575656215053186e-17
Candidate_8,4.5,0.8,-0.4,-0.4,-0.0011031740858424605,-0.0011814884158200852,-1.1031740858424604e-17,-1.1814884158200852e-17
Candidate_8,4.5,0.8,-0.35,-0.35,-0.0008678615341926581,-0.0009035624869030328,-8.67861534192658e-18,-9.035624869030328e-18
Candidate_8,4.5,0.8,-0.3,-0.3,-0.0006765461215318042,-0.0006917342400876242,-6.765461215318042e-18,-6.917342400876242e-18
Candidate_8,4.5,0.8,-0.25,-0.25,-0.000519186864135214,-0.0005250955829800299,-5.191868641352141e-18,-5.250955829800298e-18
Candidate_8,4.5,0.8,-0.2,-0.2,-0.0003876541367357068,-0.0003896895357152164,-3.8765413673570685e-18,-3.896895357152164e-18
Candidate_8,4.5,0.8,-0.15,-0.15,-0.000542837701868206,-0.0005434243225063305,-5.4283770186820605e-18,-5.434243225063305e-18
Candidate_8,4.5,0.8,-0.1,-0.1,-0.0003618918025740747,-0.0003620175734595887,-3.6189180257407476e-18,-3.620175734595887e-18
Candidate_8,4.5,0.8,-0.05,-0.05,-0.00018094590168906788,-0.00018096023905199107,-1.8094590168906786e-18,-1.8096023905199106e-18
Candidate_8,4.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Candidate_8,4.5,0.8,0.05,0.05,0.0001809459016890695,0.0001809602390519927,1.809459016890695e-18,1.8096023905199267e-18
Candidate_8,4.5,0.8,0.1,0.1,0.00036189180257407635,0.0003620175734595903,3.618918025740764e-18,3.620175734595903e-18
Candidate_8,4.5,0.8,0.15,0.15,0.0005428377018682078,0.0005434243225063322,5.4283770186820774e-18,5.4342432250633226e-18
Candidate_8,4.5,0.8,0.2,0.2,0.0003876541367357101,0.0003896895357152197,3.876541367357101e-18,3.896895357152197e-18
Candidate_8,4.5,0.8,0.25,0.25,0.000519186864135214,0.0005250955829800299,5.191868641352141e-18,5.250955829800298e-18
Candidate_8,4.5,0.8,0.3,0.3,0.0006765461215318041,0.0006917342400876242,6.7654612153180415e-18,6.917342400876242e-18
Candidate_8,4.5,0.8,0.35,0.35,0.0008678615341926581,0.0009035624869030331,8.67861534192658e-18,9.035624869030331e-18
