Material_Pair,Shell_Eg_bulk_eV,Total_Confinement_eV,Barrier_Height_eV,Effective_Mass_Ratio,Calculated_Eps_r,Design_Thickness_nm,Design_Trap_Depth_eV,Retention_Time_Years,Volatile_Selector_Candidate,Quasi_NonVolatile_Candidate,NonVolatile_Memory_Candidate,Read_Voltage_V,J_OFF_Read_A_m2,J_ON_Read_A_m2,I_OFF_Read_A,I_ON_Read_A,Simulated_ON_OFF_Ratio
Candidate_3,3.4372,1.4721999999999995,1.7186,0.3,8.091,5.5,1.4,1046.7932121159727,False,False,False,1.0,0.000395263967320186,0.00039526396792918204,3.95263967320186e-18,3.9526396792918205e-18,1.0000000015407324
Candidate_3,3.4372,1.4721999999999995,1.7186,0.3,8.091,5.5,1.6,17091.001583641195,False,False,False,1.0,0.000395263967320186,0.0003952639673204519,3.95263967320186e-18,3.952639673204519e-18,1.0000000000006728
Candidate_3,3.4372,1.4721999999999995,1.7186,0.3,8.091,6.0,0.8,8.715745234967825e-08,True,False,False,1.0,1.4997863513433446e-05,0.0037224383342944318,1.4997863513433445e-19,3.722438334294432e-17,248.19790705257978
Candidate_3,3.4372,1.4721999999999995,1.7186,0.3,8.091,6.0,1.0,0.00019959821390235478,False,False,False,1.0,1.4997863513433446e-05,1.6616771117132955e-05,1.4997863513433445e-19,1.6616771117132955e-19,1.1079425481002323
Candidate_3,3.4372,1.4721999999999995,1.7186,0.3,8.091,6.0,1.2,0.45709742447694557,False,False,False,1.0,1.4997863513433446e-05,1.4998570432897149e-05,1.4997863513433445e-19,1.4998570432897148e-19,1.000047134677754
Candidate_3,3.4372,1.4721999999999995,1.7186,0.3,8.091,6.0,1.4,1046.7932121159727,False,False,False,1.0,1.4997863513433446e-05,1.4997863822120073e-05,1.4997863513433445e-19,1.4997863822120073e-19,1.00000002058204
Candidate_3,3.4372,1.4721999999999995,1.7186,0.3,8.091,6.0,1.6,17091.001583641195,False,False,False,1.0,1.4997863513433446e-05,1.4997863513568237e-05,1.4997863513433445e-19,1.4997863513568238e-19,1.0000000000089875
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,4.0,0.8,8.715745234967825e-08,False,False,False,1.0,6.376551352999025,6.4946469521686865,6.376551352999025e-14,6.494646952168687e-14,1.018520292965902
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,4.0,1.0,0.00019959821390235478,False,False,False,1.0,6.376551352999025,6.3766029211536495,6.376551352999025e-14,6.376602921153649e-14,1.0000080871542891
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,4.0,1.2,0.45709742447694557,False,False,False,1.0,6.376551352999025,6.376551375517007,6.376551352999025e-14,6.376551375517007e-14,1.0000000035313732
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,4.0,1.4,1046.7932121159727,False,False,False,1.0,6.376551352999025,6.376551353008858,6.376551352999025e-14,6.376551353008857e-14,1.000000000001542
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,4.0,1.6,2397248.311311276,False,False,False,1.0,6.376551352999025,6.376551352999029,6.376551352999025e-14,6.376551352999029e-14,1.0000000000000007
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,4.5,0.8,8.715745234967825e-08,False,False,False,1.0,0.22022746767737048,0.2613653323136537,2.2022746767737046e-15,2.6136533231365374e-15,1.1867971560048518
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,4.5,1.0,0.00019959821390235478,False,False,False,1.0,0.22022746767737048,0.2202454311220662,2.2022746767737046e-15,2.2024543112206622e-15,1.0000815676849268
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,4.5,1.2,0.45709742447694557,False,False,False,1.0,0.22022746767737048,0.2202274755213689,2.2022746767737046e-15,2.202274755213689e-15,1.0000000356177117
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,4.5,1.4,1046.7932121159727,False,False,False,1.0,0.22022746767737048,0.22022746768079568,2.2022746767737046e-15,2.202274676807957e-15,1.0000000000155531
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,4.5,1.6,2397248.311311276,False,False,False,1.0,0.22022746767737048,0.22022746767737197,2.2022746767737046e-15,2.2022746767737196e-15,1.0000000000000069
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,5.0,0.8,8.715745234967825e-08,False,False,False,1.0,0.007796217857253531,0.024557613495264446,7.796217857253531e-17,2.455761349526445e-16,3.1499393609705586
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,5.0,1.0,0.00019959821390235478,False,False,False,1.0,0.007796217857253531,0.007803536963537462,7.796217857253531e-17,7.803536963537463e-17,1.000938802175355
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,5.0,1.2,0.45709742447694557,False,False,False,1.0,0.007796217857253531,0.0077962210532473465,7.796217857253531e-17,7.796221053247347e-17,1.0000004099415734
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,5.0,1.4,1046.7932121159727,False,False,False,1.0,0.007796217857253531,0.007796217858649109,7.796217857253531e-17,7.796217858649109e-17,1.000000000179007
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,5.0,1.6,2397248.311311276,False,False,False,1.0,0.007796217857253531,0.007796217857254141,7.796217857253531e-17,7.796217857254142e-17,1.0000000000000782
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,5.5,0.8,8.715745234967825e-08,True,False,False,1.0,0.0002815817221030017,0.007987323219806424,2.8158172210300167e-18,7.987323219806424e-17,28.365915089064934
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,5.5,1.0,0.00019959821390235478,False,False,False,1.0,0.0002815817221030017,0.0002849465457869129,2.8158172210300167e-18,2.849465457869129e-18,1.0119497233654975
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,5.5,1.2,0.45709742447694557,False,False,False,1.0,0.0002815817221030017,0.00028158319140202077,2.8158172210300167e-18,2.815831914020208e-18,1.0000052180198633
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,5.5,1.4,1046.7932121159727,False,False,False,1.0,0.0002815817221030017,0.0002815817227445924,2.8158172210300167e-18,2.815817227445924e-18,1.000000002278524
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,5.5,1.6,2397248.311311276,False,False,False,1.0,0.0002815817221030017,0.00028158172210328183,2.8158172210300167e-18,2.815817221032818e-18,1.000000000000995
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,6.0,0.8,8.715745234967825e-08,True,False,False,1.0,1.0340125788535986e-05,0.003907549863418123,1.0340125788535986e-19,3.907549863418123e-17,377.90157908430785
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,6.0,1.0,0.00019959821390235478,False,False,False,1.0,1.0340125788535986e-05,1.2041898892429204e-05,1.0340125788535986e-19,1.2041898892429204e-19,1.164579535945294
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,6.0,1.2,0.45709742447694557,False,False,False,1.0,1.0340125788535986e-05,1.03408688924211e-05,1.0340125788535986e-19,1.03408688924211e-19,1.0000718660391867
Candidate_4,3.4890000000000003,1.6385,1.7445000000000002,0.3,8.03,6.0,1.4,1046.7932121159727,False,False,False,1.0,1.0340125788535986e-05,1.0340126113023064e-05,1.0340125788535986e-19,1.0340126113023064e-19,1.0000000313813473
