Formula,MP_ID,Eg_bulk_eV,CBM_bulk_eV,VBM_bulk_eV,Formation_Energy_eV,Dielectric_Static,Dielectric_Source,Eg_nano_3nm_eV
Ba(NdS2)2,mp-866306,1.6426000000000003,4.3601,2.7175,-2.3756840785714255,84.3909,Penn_Model_Calculated,1.89357386586671
Ba(PN2)2,mp-2983,3.9118000000000004,8.6547,4.7429,-1.0379808983503402,15.7038,Penn_Model_Calculated,4.118342792408196
Ba(PO3)2,mp-559939,5.4349,6.3048,0.8699,-2.9809590779761885,8.6173,Penn_Model_Calculated,5.596550909376129
Ba(PdS2)2,mp-28967,0.7713999999999999,3.8181,3.0467,-1.1246288721428581,17.04833398,MP_DFPT_API,0.9822480295824683
Ba(SbO3)2,mp-9127,2.8701000000000003,4.7438,1.8737,-2.376879317777779,9.935126326665435,MP_DFPT_API,3.0449464009137186
Ba(SbS2)2,mp-28129,1.4872999999999998,5.2778,3.7905,-1.1204724087499969,102.7151,Penn_Model_Calculated,1.7400860699757563
Ba(SbSe2)2,mp-4727,0.9964999999999997,4.2855,3.289,-1.0657434291964287,150.0,Penn_Model_Calculated,1.2519169977268187
Ba(Si3N4)2,mp-567771,3.2602,8.9312,5.671,-1.3135101953333332,11.457967353333332,MP_DFPT_API,3.4465143457136502
Ba(SmS2)2,mp-1194376,1.7591812128362814,4.141416375123278,2.3822351622869964,-2.3977629025000016,73.7045,Penn_Model_Calculated,2.0086822446981287
Ba(SmSe2)2,mp-1193757,1.4345622629628227,3.471927203941564,2.0373649409787413,-2.236313439196427,110.3311,Penn_Model_Calculated,1.6879244446360806
Ba(SmTe2)2,mp-17786,0.7957000000000001,4.3216,3.5259,-1.7951484220238112,150.0,Penn_Model_Calculated,1.051116997726819
Ba(TaN2)2,mp-1029616,2.6931,4.8797,2.1866,-1.2803639788809522,18.704474856666668,MP_DFPT_API,2.908400302844154
Ba(TbS2)2,mp-1193223,1.7410087561763277,4.2766933959372855,2.535684639760958,-2.4209132394047606,75.2302,Penn_Model_Calculated,1.9907456701052126
Ba(TbTe2)2,mp-17153,0.7858999999999998,4.4853,3.6994,-1.7869481571428543,150.0,Penn_Model_Calculated,1.0413169977268188
Ba(TmS2)2,mp-1193579,1.7466582886164321,4.357102831293968,2.610444542677536,-2.4218725789285735,74.7508,Penn_Model_Calculated,1.9963221219682987
Ba(TmSe2)2,mp-1193169,1.3806571626831454,3.651018818773073,2.2703616560899276,-2.2295602724107177,119.035,Penn_Model_Calculated,1.634587481610209
Ba(TmTe2)2,mp-18196,0.7841,4.5686,3.7845,-1.7554992477380975,150.0,Penn_Model_Calculated,1.039516997726819
Ba(YS2)2,mp-29036,1.7564000000000006,4.3691,2.6127,-2.415136379285715,73.9349,Penn_Model_Calculated,2.005937277101861
Ba(YSe2)2,mp-1193099,1.4872371426874658,3.7545295181700387,2.267292375482573,-2.2407600224107145,102.7237,Penn_Model_Calculated,1.740023911386969
Ba(YTe2)2,mp-17872,0.8059000000000003,4.5437,3.7378,-1.7877629020238095,150.0,Penn_Model_Calculated,1.0613169977268193
Ba10P6SO24,mp-16990,3.188,5.2157,2.0277,-3.2603540257404173,23.1384,Penn_Model_Calculated,3.4120828706617763
Ba11B26P2(H3O29)2,mp-1195112,4.492699999999999,5.6732,1.1805,-2.9255881093215446,12.1472,Penn_Model_Calculated,4.683259505847618
Ba13Ca2Re9(ClO15)3,mp-1229338,2.4046,3.4871,1.0825,-2.7556332159374994,39.9132,Penn_Model_Calculated,2.644253977244966
Ba13Dy8Zn4Pt4O37,mp-555356,2.2975000000000003,4.9316,2.6341,-2.8347090289141406,43.6257,Penn_Model_Calculated,2.5389817386597904
Ba13Si6(Sn4As11)2,mp-1197065,1.1015000000000001,4.7492,3.6477,-0.6772965139795933,150.0,Penn_Model_Calculated,1.3569169977268192
Ba14AlSb11,mp-530714,0.5247999999999999,3.8762,3.3514,-1.111051576442307,150.0,Penn_Model_Calculated,0.7802169977268191
Ba16Nb5N19,mp-30001,1.6979000000000002,4.2693,2.5714,-1.0177903553749998,26.694771386666673,MP_DFPT_API,1.9269186936491864
Ba16Re6O37,mp-1197806,1.5967000000000002,3.4719,1.8752,-2.7922751738983056,89.2543,Penn_Model_Calculated,1.8482273780990803
Ba17Er16Zn8Pt4O57,mp-561249,2.3049,4.9207,2.6158,-3.003902968480391,43.3524,Penn_Model_Calculated,2.54625786012003
Ba17Ho16Zn8Pt4O57,mp-555188,2.2984000000000004,4.9012,2.6028,-2.994306925637253,43.5923,Penn_Model_Calculated,2.539866682775308
Ba17Tm16Zn8Pt4O57,mp-557741,2.3147,4.9081,2.5934,-3.0142126382843153,42.9946,Penn_Model_Calculated,2.555893299741521
Ba17Y16Zn8Pt4O57,mp-560146,2.2817,4.9661,2.6844,-2.9625890801470596,44.2181,Penn_Model_Calculated,2.5234449984695733
Ba21(Cd2Sb9)2,mp-684034,0.7313999999999998,4.0405,3.3091,-1.0557960452325574,150.0,Penn_Model_Calculated,0.986816997726819
Ba2AlCu2F11,mp-561318,0.5741999999999999,1.1578,0.5836,-3.2427062757291663,150.0,Penn_Model_Calculated,0.829616997726819
Ba2AlH7,mp-698114,2.96,3.4154,0.4554,-0.5301886976249935,26.6802,Penn_Model_Calculated,3.189001154941275
Ba2AlInO5,mp-556282,2.0183,4.9424,2.9241,-2.872980514907408,56.2346,Penn_Model_Calculated,2.264187725350149
Ba2As2O7,mp-1194732,4.2477,4.4575,0.2098,-2.506528066136352,13.4702,Penn_Model_Calculated,4.445190916309041
Ba2As2S5,mp-28134,1.3727,3.8718,2.4991,-1.3689743884722216,120.4074,Penn_Model_Calculated,1.6267124041257723
Ba2As2Se5,mp-28348,1.0236999999999998,3.187,2.1633,-1.2948689168576415,150.0,Penn_Model_Calculated,1.2791169977268189
Ba2As6O11,mp-757280,3.1679000000000004,4.4672,1.2993,-2.0628242065789486,23.4202,Penn_Model_Calculated,3.3924286593704545
Ba2AsAu,mp-861937,0.5211000000000001,3.3496,2.8285,-0.9461468618750004,38.27312691333331,MP_DFPT_API,0.7598336024695368
Ba2B11H7O22,mp-1196038,5.6652,5.3236,-0.3416,-2.5705614965376973,8.0105,Penn_Model_Calculated,5.81931515500516
Ba2B2AsH3F18,mp-1198263,5.05,1.4572,-3.5928,-3.013354101714744,9.8227,Penn_Model_Calculated,5.2238588130448385
Ba2B2O5,mp-771158,3.9978,4.6228,0.625,-3.1415674481481477,15.078,Penn_Model_Calculated,4.202077109838069
Ba2B4Se13,mp-30105,1.3330000000000002,3.5466,2.2136,-0.8763530195860737,127.6258,Penn_Model_Calculated,1.587415085264163
Ba2B5HO10,mp-1198110,4.788715616859062,5.535814493296891,0.7470988764378284,-2.930648694560185,10.8117,Penn_Model_Calculated,4.970557747817711
Ba2B6PbO12,mp-1194549,4.233700000000001,5.4576,1.2239,-2.9034744616666663,13.5529,Penn_Model_Calculated,4.431579255508517
Ba2Bi2O5,mp-28670,2.0128999999999997,4.8633,2.8504,-2.288425597777783,28.463470429999997,MP_DFPT_API,2.2439141943456673
Ba2BiSbO6,mp-23127,1.6958000000000002,5.8085,4.1127,-2.4530071729999987,31.07766483,MP_DFPT_API,1.9293476520030166
Ba2Ca(BO2)6,mp-8271,5.0129,5.4429,0.43,-3.113965850714285,7.806842800000001,MP_DFPT_API,5.164223403822921
Ba2Ca(BO3)2,mp-549737,4.080500000000001,5.7678,1.6873,-3.224687858030303,13.030661399609144,MP_DFPT_API,4.275844230346117
Ba2Ca(PdO2)3,mp-17380,1.4866000000000001,3.9203,2.4337,-2.0190231104166663,102.8109,Penn_Model_Calculated,1.7393938468316987
Ba2CaCr2CuF14,mp-582663,1.0019,1.0714,0.0695,-3.4169483612500002,150.0,Penn_Model_Calculated,1.257316997726819
Ba2CaGa2CuF14,mp-1214730,1.7659000000000002,2.4384,0.6725,-3.3781478925000004,73.1523,Penn_Model_Calculated,2.015313233500199
Ba2CaMgAl2F14,mp-540862,7.1835,6.3841,-0.7994,-4.0412615685,5.3602,Penn_Model_Calculated,7.284701663828955
Ba2CaMn2CuF14,mp-1045850,1.0988,1.3077,0.2089,-3.3015977622931034,150.0,Penn_Model_Calculated,1.354216997726819
Ba2CaMnV2F14,mp-1214724,1.2483005201713284,3.101200137728046,1.8528996175567174,-3.638397751146551,145.3924,Penn_Model_Calculated,1.503536403154965
Ba2CaMoN4,mp-1214858,2.4126999999999996,4.8221,2.4094,-1.1002963640625012,39.6523,Penn_Model_Calculated,2.652212658052571
Ba2CaMoO6,mp-19403,2.2618000000000005,4.5521,2.2903,-2.9021457209999992,44.9819,Penn_Model_Calculated,2.503874193886369
Ba2CaP4(H3O8)2,mp-758007,5.4657,6.0633,0.5976,-2.56185141986453,8.5317,Penn_Model_Calculated,5.626352798069112
Ba2CaSeO6,mp-1520564,2.01,4.885,2.875,-2.5497940242343753,56.6917,Penn_Model_Calculated,2.256010639004265
Ba2CaSi4(BO7)2,mp-1019518,4.8764,6.2976,1.4212,-3.3124076855797098,7.716333219999999,MP_DFPT_API,5.026435391136373
Ba2CaTeO6,mp-550685,3.0122,6.0283,3.0161,-2.7869202976666663,25.7979,Penn_Model_Calculated,3.2401022633686414
Ba2CaUO6,mp-557448,2.1947,4.6989,2.5042,-3.550436109999999,47.7124,Penn_Model_Calculated,2.437864843178354
Ba2CaV2CoF14,mp-1203415,2.5605,3.0932,0.5327,-3.539550328499999,35.3189,Penn_Model_Calculated,2.7973600979934066
Ba2CaV2FeF14,mp-1214736,1.021400463793015,3.1426002983784795,2.1211998345854646,-3.582641879750001,150.0,Penn_Model_Calculated,1.276817461519834
Ba2CaWO6,mp-19098,3.2912,5.3088,2.0176,-3.0327365709999996,21.7718,Penn_Model_Calculated,3.512957320267531
Ba2Cd(BO2)6,mp-1190588,4.3316,4.8971,0.5655,-2.89545509547619,7.985719543333334,MP_DFPT_API,4.485383071253844
Ba2Cd(BO3)2,mp-1102943,2.8413215343398885,4.428405014892554,1.587083480552665,-2.8155873580303026,28.8703,Penn_Model_Calculated,3.0727601384464527
Ba2CdGe2O7,mp-1214739,2.930644293636009,3.3499417332233885,0.4192974395873798,-2.5046441837499995,27.1973,Penn_Model_Calculated,3.160256350742701
Ba2CdMoO6,mp-1207118,2.5376000000000003,4.6264,2.0888,-2.469319745,35.9411,Penn_Model_Calculated,2.7748802858258506
Ba2CdP4(H3O8)2,mp-1199629,4.4355,5.0631,0.6276,-2.3940194314162557,12.4366,Penn_Model_Calculated,4.627701730917854
Ba2CdS3,mp-18309,2.0892,3.9044,1.8152,-1.8496002737500004,52.5493,Penn_Model_Calculated,2.3340186352672583
Ba2Ce3Si3O12F,mp-2899768,1.1212,6.8695,5.7483,-3.5054897021428557,150.0,Penn_Model_Calculated,1.376616997726819
Ba2CePbO6,mp-1228392,2.3054,5.211,2.9056,-2.8738340829999993,43.3341,Penn_Model_Calculated,2.5467495094723134
Ba2CePtO6,mp-21879,1.7246000000000001,5.5624,3.8378,-2.8005420769999994,76.6494,Penn_Model_Calculated,1.9745479004085058
Ba2CeSnO6,mp-1521094,2.1443999999999996,5.4925,3.3481,-3.1156891165000005,49.9295,Penn_Model_Calculated,2.3883626703106553
Ba2CoGe2O7,mp-1190827,2.1240000000000006,4.1538,2.0298,-2.4915868775,50.8739,Penn_Model_Calculated,2.3682813950163646
Ba2CoSi2O7,mp-510015,3.1380999999999997,5.2086,2.0705,-3.05940255,23.848,Penn_Model_Calculated,3.363285273489596
Ba2CrO4,mp-17520,0.5412000000000003,4.3379,3.7967,-2.7318941014285727,150.0,Penn_Model_Calculated,0.7966169977268195
Ba2Cu(PO3)6,mp-558012,0.9601000000000002,2.3481,1.388,-2.7393298503835988,150.0,Penn_Model_Calculated,1.2155169977268192
Ba2Cu2O5,mp-772788,0.7701,1.801,1.0309,-1.9262245013888881,150.0,Penn_Model_Calculated,1.025516997726819
Ba2CuBrO2,mp-552934,2.3159,3.7454,1.4295,-2.2768791274999995,42.9511,Penn_Model_Calculated,2.5570731061739176
Ba2CuF6,mp-3879,0.8501,1.4725,0.6224,-3.3912202111111016,150.0,Penn_Model_Calculated,1.1055169977268189
Ba2CuIO2,mp-561179,2.2608,4.0388,1.778,-2.1677920900000025,45.0208,Penn_Model_Calculated,2.5028906607389296
Ba2CuMo2F14,mp-1045817,1.2404000000000002,0.6881,-0.5523,-3.0628166555263157,147.2376,Penn_Model_Calculated,1.4957097745733317
Ba2DyBiO6,mp-1516815,1.7330999999999999,4.0565,2.3234,-2.827802711166666,75.9092,Penn_Model_Calculated,1.9829388423138106
Ba2DyCl7,mp-1214746,5.4193999999999996,5.3926,-0.0268,-2.870419602166666,8.6609,Penn_Model_Calculated,5.581551709297287
Ba2DyNbO6,mp-12640,2.8597,4.8365,1.9768,-3.458601736166666,28.5132,Penn_Model_Calculated,3.0907667225908306
Ba2DyPaO6,mp-1205636,3.4627999999999997,6.2391,2.7763,-3.7418425121666674,19.7641,Penn_Model_Calculated,3.6805575095515124
Ba2DySbO6,mp-6192,3.4686000000000003,6.4157,2.9471,-3.092258773166665,19.7014,Penn_Model_Calculated,3.686219469405833
Ba2DyTaO6,mp-1206435,3.3837,5.4763,2.0926,-3.5795925628999994,20.6516,Penn_Model_Calculated,3.603321525457102
Ba2DyUO6,mp-1205693,0.8682999999999996,6.0131,5.1448,-3.6562066461666674,150.0,Penn_Model_Calculated,1.1237169977268187
Ba2ErCl7,mp-651358,4.9184,5.0837,0.1653,-2.8653867155000006,10.3011,Penn_Model_Calculated,5.096311925811088
Ba2ErNbO6,mp-6653,2.8541999999999996,4.8424,1.9882,-3.479930908,28.6194,Penn_Model_Calculated,3.0853782881203693
Ba2ErPaO6,mp-1205790,3.4587,6.2359,2.7772,-3.763198976999999,19.8086,Penn_Model_Calculated,3.67655495042882
Ba2ErSbO6,mp-6231,3.3844000000000003,6.3451,2.9607,-3.108728319000001,20.6435,Penn_Model_Calculated,3.604005237748834
Ba2ErTaO6,mp-1205803,3.3933999999999997,5.4833,2.0899,-3.6005731267333325,20.5395,Penn_Model_Calculated,3.6127949702543023
Ba2ErUO6,mp-1206292,0.8790000000000004,6.017,5.138,-3.6772744139999984,150.0,Penn_Model_Calculated,1.1344169977268195
Ba2Fe2O5,mp-1196071,1.6103,3.7876,2.1773,-2.2993204539682544,87.7699,Penn_Model_Calculated,1.8616649398897833
Ba2Fe3P6HO22,mp-735530,2.5545999999999998,3.6976,1.143,-2.628824755267857,35.4776,Penn_Model_Calculated,2.791568672414931
Ba2FeMoO6,mp-1288978,0.9037000000000002,4.639,3.7353,-2.5011106080000003,150.0,Penn_Model_Calculated,1.1591169977268192
Ba2FeO4,mp-542120,1.9953999999999998,3.2775,1.2821,-2.3925834021428565,57.5096,Penn_Model_Calculated,2.241625695408636
Ba2FeWO6,mp-18845,3.0822999999999996,5.6815,2.5992,-2.6401709015000003,24.6828,Penn_Model_Calculated,3.3087010340552085
Ba2Ga2S5,mp-18421,2.7747,4.5256,1.7509,-1.6680806641666663,30.2247,Penn_Model_Calculated,3.007469198376227
Ba2GaAsSe5,mp-1195309,1.8702999999999999,3.4576,1.5873,-1.4389959818576388,65.3221,Penn_Model_Calculated,2.1183084909719674
Ba2GaBiS5,mp-1201906,2.391,4.5697,2.1787,-1.5727909155555555,40.3571,Penn_Model_Calculated,2.6308902211676197
Ba2GaBiSe5,mp-1203584,1.7507207527433715,3.639620002486901,1.8888992497435297,-1.4934506382465278,74.4089,Penn_Model_Calculated,2.000331890978509
Ba2GaS4,mp-1199702,2.5322,4.6467,2.1145,-1.798425556428571,36.0903,Penn_Model_Calculated,2.7695788908322307
Ba2GaSbS5,mp-1203806,2.3966999999999996,4.7555,2.3588,-1.5613134163888884,40.1701,Penn_Model_Calculated,2.6364913360937985
Ba2GaSbSe5,mp-1203387,1.8066999999999998,3.8318,2.0251,-1.4770865288020838,69.9303,Penn_Model_Calculated,2.0555732951705763
Ba2GdBiO6,mp-1520715,1.5940999999999996,3.8625,2.2684,-2.7969715697500006,89.5424,Penn_Model_Calculated,1.8456582808668895
Ba2GdC2(O2F)3,mp-8986,3.0692,3.7184,0.6492,-3.189243514642857,24.8854,Penn_Model_Calculated,3.2958837904204716
Ba2GdCl7,mp-29084,2.4275,2.5565,0.129,-2.8726113354999994,39.1825,Penn_Model_Calculated,2.6667534404520197
Ba2GdMoO6,mp-1079839,0.9083000000000001,4.3102,3.4019,-3.040581021999999,150.0,Penn_Model_Calculated,1.1637169977268191
Ba2GdNbO6,mp-22531,2.7148000000000003,4.7411,2.0263,-3.423956167000001,31.5286,Penn_Model_Calculated,2.948742175653431
Ba2GdPaO6,mp-1205929,3.6553999999999998,6.4593,2.8039,-3.703111186,17.8389,Penn_Model_Calculated,3.8684764653850516
Ba2GdSbO6,mp-753668,3.4808000000000003,6.2929,2.8121,-3.0568314610000074,19.5705,Penn_Model_Calculated,3.698128429436576
Ba2GdTaO6,mp-1205549,3.3075999999999994,5.3241,2.0165,-3.543877060733334,21.5663,Penn_Model_Calculated,3.52898212802769
Ba2GdUO6,mp-1205845,0.8429000000000002,5.868,5.0251,-3.618613175999999,150.0,Penn_Model_Calculated,1.0983169977268192
Ba2Ge2Se5,mp-18335,1.2918,3.108,1.8162,-1.3865706779687506,135.8317,Penn_Model_Calculated,1.5466208727092796
Ba2Ge2Te5,mp-17885,0.6240999999999999,4.0237,3.3996,-1.0869845000925933,16.987716886666664,MP_DFPT_API,0.8347686016108035
Ba2GeAs2,mp-8195,0.5526,3.4228,2.8702,-0.8893343135000024,20.07948737,MP_DFPT_API,0.7710387911100551
Ba2GeO4,mp-780263,4.176399999999999,5.1983,1.0219,-2.8565758438095243,13.8997,Penn_Model_Calculated,4.375857424214548
Ba2GeP2,mp-8194,0.5682,3.8424,3.2742,-0.8507398508571413,19.659445083333335,MP_DFPT_API,0.7857266098678625
Ba2GeS4,mp-540805,2.2853,4.3216,2.0363,-1.7188717157142837,44.082,Penn_Model_Calculated,2.5269851423226575
Ba2GeSe4,mp-11902,1.4121000000000001,3.2648,1.8527,-1.6233069270535705,63.066776036666646,MP_DFPT_API,1.6596391805862718
Ba2H2Pd(S5O17)2,mp-1195529,1.5874,1.9782,0.3908,-1.865396076887755,90.2914,Penn_Model_Calculated,1.8390376988218295
Ba2H6Os,mp-697044,1.9684,3.347,1.3786,-0.5179564941666668,11.661519090000008,MP_DFPT_API,2.156020288357292
Ba2H6Pt,mp-643253,1.7477,2.8441,1.0964,-0.5388367430555547,15.239623129999998,MP_DFPT_API,1.952580082394589
Ba2H6Ru,mp-697038,1.8727999999999998,3.1226,1.2498,-0.5321339786111108,11.78959394333333,MP_DFPT_API,2.061218874723765
Ba2H8PtO8,mp-1200998,2.4360046805332787,3.5495376427754204,1.1135329622421417,-1.6769681805263161,38.9163,Penn_Model_Calculated,2.675108464216035
Ba2HfO4,mp-754363,3.4379999999999997,5.3839,1.9459,-3.536360435714286,53.48340826333541,MP_DFPT_API,3.683103555442594
Ba2HfS4,mp-9321,0.8645999999999998,3.3427,2.4781,-2.2083305614285718,39.07376125068722,MP_DFPT_API,1.1037925542376943
Ba2HgS5,mp-1194545,1.9825,3.9351,1.9526,-1.4468766143750016,58.2474,Penn_Model_Calculated,2.22891450921998
Ba2HoCl7,mp-1214684,5.4559,5.4291,-0.0268,-2.8670788825000004,8.5587,Penn_Model_Calculated,5.616869778450665
Ba2HoNbO6,mp-12641,2.8596,4.827,1.9674,-3.4687507135000004,28.5152,Penn_Model_Calculated,3.090668831314208
Ba2HoPaO6,mp-1205699,3.9051,6.5294,2.6243,-3.7519611845000016,15.7543,Penn_Model_Calculated,4.111817776879912
Ba2HoSbO6,mp-6687,3.4227999999999996,6.3637,2.9409,-3.0998822164999993,20.2052,Penn_Model_Calculated,3.641504419895738
Ba2HoTaO6,mp-13000,3.4478000000000004,5.4724,2.0246,-3.5903397202333323,19.9277,Penn_Model_Calculated,3.665913600618992
Ba2HoUO6,mp-1205585,0.8731999999999998,5.9843,5.1111,-3.6662475604999996,150.0,Penn_Model_Calculated,1.1286169977268188
Ba2In2O5,mp-20546,0.9114999999999998,3.9644,3.0529,-2.4223918959259274,15.722219173333329,MP_DFPT_API,1.118106745792631
Ba2In2S5,mp-22841,1.9866000000000001,4.5414,2.5548,-1.5823980721759225,58.0114,Penn_Model_Calculated,2.2329546357937198
Ba2In2Si3SO10,mp-1194952,2.8920000000000003,5.5708,2.6788,-2.8884629843518517,27.9021,Penn_Model_Calculated,3.122408244344821
Ba2InBiS5,mp-864638,1.4528999999999996,4.5203,3.0674,-1.5203117037962959,27.791666980000002,MP_DFPT_API,1.6831861601452012
Ba2InBiSe5,mp-1105202,1.061,3.5885,2.5275,-1.4701254198206017,150.0,Penn_Model_Calculated,1.316416997726819
Ba2InCuO4,mp-1228360,1.1107999999999998,4.1815,3.0707,-2.2252493208333326,150.0,Penn_Model_Calculated,1.3662169977268188
Ba2InGaO5,mp-1106089,1.4144999999999999,4.146,2.7315,-2.570699569351852,18.058266269999944,MP_DFPT_API,1.6281602299464655
Ba2InO3F,mp-19956,2.0404,4.6182,2.5778,-2.865998735238095,24.599475933333334,MP_DFPT_API,2.266683392115172
Ba2InSbO6,mp-1206536,0.5239999999999996,4.438,3.914,-2.535739393666667,150.0,Penn_Model_Calculated,0.7794169977268187
Ba2InSbSe5,mp-1189339,0.7680000000000002,3.7515,2.9835,-1.4306021920428238,150.0,Penn_Model_Calculated,1.0234169977268193
Ba2La3Si3O12F,mp-686674,4.109400000000001,7.2948,3.1854,-3.6749721470238086,14.3237,Penn_Model_Calculated,4.310683072916237
Ba2LaAg5S6,mp-553874,1.4647000000000006,4.6736,3.2089,-1.270610511309522,15.920207313333334,MP_DFPT_API,1.671984837775972
Ba2LaBiO6,mp-1078409,1.8277999999999999,4.6898,2.862,-2.788171481500001,68.3481,Penn_Model_Calculated,2.0763895153289442
Ba2LaC3O9F,mp-18111,3.8772999999999995,5.9304,2.0531,-2.8582040146875007,15.9666,Penn_Model_Calculated,4.084741296707123
Ba2LaNbO6,mp-553281,3.0639,5.7153,2.6514,-3.3879811675000004,58.562549022995455,MP_DFPT_API,3.310393710362802
Ba2LaPaO6,mp-1205623,3.3736,6.9515,3.5779,-3.6514718885,20.7695,Penn_Model_Calculated,3.5934571638533535
Ba2LaSbO6,mp-551269,3.8961,7.4379,3.5418,-3.0319059435,25.04288894395332,MP_DFPT_API,4.123000427611951
Ba2LaTaO6,mp-13055,3.6212999999999997,6.3652,2.7439,-3.5066615782333344,44.10086515333333,MP_DFPT_API,3.8629934611850265
Ba2Li(BO2)5,mp-6075,4.951700000000001,5.8592,0.9075,-3.0323629096759266,10.1764,Penn_Model_Calculated,5.128592159453496
Ba2Li3TaN4,mp-573677,2.39705032342683,4.535841923540117,2.138791600113287,-0.9867448322333331,40.1587,Penn_Model_Calculated,2.6368356014505587
Ba2LiAl(CN2)4,mp-1197768,4.1427,4.9913,0.8486,-0.8702118541145838,14.1104,Penn_Model_Calculated,4.343078365161051
Ba2LiIO6,mp-1207120,2.0784,4.8541,2.7757,-2.2351833338333336,21.63835879000001,MP_DFPT_API,2.299914500903719
Ba2LiReN4,mp-10555,1.7902,4.0016,2.2114,-0.9633605801041671,14.600078583333334,MP_DFPT_API,1.9926160104785489
Ba2LiReO6,mp-6270,1.8198000000000003,3.6533,1.8335,-2.741621015583333,27.681956529999997,MP_DFPT_API,2.049963910215981
Ba2LuBiO6,mp-1078394,1.4518,3.8569,2.4051,-2.8643274956666667,107.7503,Penn_Model_Calculated,1.7049760801562521
Ba2LuNbO6,mp-12644,2.851,4.8586,2.0076,-3.5062734356666665,28.6814,Penn_Model_Calculated,3.0822430385743784
Ba2LuSbO6,mp-1078185,3.2383,6.2503,3.012,-3.1285257716666672,22.456,Penn_Model_Calculated,3.4612570083190173
Ba2LuTaO6,mp-1079705,3.4088999999999996,5.5192,2.1103,-3.6264090853999997,20.3622,Penn_Model_Calculated,3.6279315524761113
Ba2LuUO6,mp-1206047,2.0388,6.6895,4.6507,-3.69928473166667,55.1294,Penn_Model_Calculated,2.2843821164489366
Ba2Mg(BO3)2,mp-9259,4.532399999999999,6.8572,2.3248,-3.127045616666662,12.585255886666666,MP_DFPT_API,4.725415929598977
Ba2Mg(PO4)2,mp-14558,4.696999999999999,6.1884,1.4914,-3.2307163659065994,11.1986,Penn_Model_Calculated,4.881581515559588
Ba2Mg3H10,mp-733604,3.0265000000000004,3.6112,0.5847,-0.46198349049999954,25.5641,Penn_Model_Calculated,3.2540983557108305
Ba2MgGe2O7,mp-1190545,3.6281472046652157,3.911346316169415,0.2831991115041993,-2.7905924054166653,18.0928,Penn_Model_Calculated,3.8418980440949384
Ba2MgH6,mp-643370,2.8864,3.6398,0.7534,-0.5458185658333323,15.535996870391804,MP_DFPT_API,3.092353177881311
Ba2MgMoO6,mp-1205825,2.2639,4.9894,2.7255,-2.8326574255,24.051410669999996,MP_DFPT_API,2.4893892872300807
Ba2MgSi2O7,mp-9338,4.4529000000000005,5.6664,1.2135,-3.363647231666667,8.254658983333334,MP_DFPT_API,4.610180535676551
Ba2MgUO6,mp-13811,2.0536999999999996,5.1915,3.1378,-3.4572446644999983,54.3468,Penn_Model_Calculated,2.2990581955651166
Ba2MgWO6,mp-18986,3.2230999999999996,5.7878,2.5647,-2.9532242795,20.882064370000013,MP_DFPT_API,3.4431796553783043
Ba2Mn(AsO4)2,mp-558651,1.2429000000000001,4.006,2.7631,-2.457532997148542,146.6499,Penn_Model_Calculated,1.4981864417555641
Ba2Mn(BO2)6,mp-18990,3.9823999999999997,5.7116,1.7292,-2.9541109004967154,15.1871,Penn_Model_Calculated,4.187085540330872
Ba2Mn(PO4)2,mp-19487,3.9220000000000006,5.7411,1.8191,-3.064983261324365,15.6274,Penn_Model_Calculated,4.128275913732528
Ba2Mn2CuF14,mp-1045769,0.9924000000000001,0.0704,-0.922,-2.964490094782214,150.0,Penn_Model_Calculated,1.247816997726819
Ba2Mn2Si2O9,mp-558695,2.4755999999999996,4.0638,1.5882,-2.9412712876408063,37.7131,Penn_Model_Calculated,2.714000992915726
Ba2Mn3(SeO3)6,mp-560955,0.9861,2.4954,1.5093,-1.8396608135467452,150.0,Penn_Model_Calculated,1.241516997726819
Ba2MnGe2O7,mp-1192147,2.7005,3.885,1.1845,-2.6160235656609196,31.8528,Penn_Model_Calculated,2.9347189161452607
Ba2MnMoO6,mp-20399,1.2653999999999996,4.6762,3.4108,-2.6296567122931043,141.5163,Penn_Model_Calculated,1.520474388087488
Ba2MnO3,mp-27443,1.4139000000000004,4.3444,2.9305,-2.5622813575718397,113.5499,Penn_Model_Calculated,1.6674824343970152
Ba2MnSe3,mp-18513,1.0675,3.4265,2.359,-1.7726298141603827,150.0,Penn_Model_Calculated,1.322916997726819
Ba2MnTe3,mp-16905,0.8251999999999997,4.1708,3.3456,-1.4603592646551729,150.0,Penn_Model_Calculated,1.0806169977268187
Ba2MnTeO6,mp-18992,0.9485999999999999,4.6532,3.7046,-2.4804957404597716,19.075162778351764,MP_DFPT_API,1.1647909520039554
Ba2MnV2HO9,mp-1192656,0.9114000000000002,2.0626,1.1512,-2.6172728056120698,150.0,Penn_Model_Calculated,1.1668169977268192
Ba2MnWO6,mp-19085,2.2267,5.3963,3.1696,-2.7469805557931024,46.3794,Penn_Model_Calculated,2.469348443741378
Ba2Na2SrAl4F20,mp-1204071,7.1081,5.7972,-1.3109,-3.8877091392330567,5.4532,Penn_Model_Calculated,7.212029149812691
Ba2Na2U(S2O)2,mp-1102325,1.2530000000000001,3.4202,2.1672,-2.36342373752351,144.3113,Penn_Model_Calculated,1.5081917121269695
Ba2NaIO6,mp-1091394,2.2417000000000002,4.9438,2.7021,-2.207977574637931,14.808136239999998,MP_DFPT_API,2.4449409841858127
