Formula,MP_ID,Eg_bulk_eV,CBM_bulk_eV,VBM_bulk_eV,Formation_Energy_eV,Dielectric_Static,Dielectric_Source,Eg_nano_3nm_eV
AlTlI4,mp-607829,3.4463999999999997,4.0812,0.6348,-0.9711981497222221,19.9431,Penn_Model_Calculated,3.6645468193376725
AlTlS2,mp-985477,2.4431,5.6182,3.1751,-1.1383049477083342,38.6964,Penn_Model_Calculated,2.682078603632254
AlTlSe2,mp-863762,1.6529999999999996,4.2829,2.6299,-0.9003726551562501,83.3449,Penn_Model_Calculated,1.903846377946711
AlTlSi3O8,mp-1228177,4.586309931401425,5.858508857020847,1.2721989256194213,-3.082131854102565,11.6968,Penn_Model_Calculated,4.774151952377386
AlTlSiO4,mp-1228209,4.081057349688355,4.865657124304688,0.7845997746163329,-2.9007873485714306,14.5094,Penn_Model_Calculated,4.2831064057842925
AlVMoO7,mp-20014,2.3303,2.1468,-0.1835,-2.4600990815,42.4342,Penn_Model_Calculated,2.5712299819559297
AlVO4,mp-18827,3.0572000000000004,4.174,1.1168,-2.7968212494444447,25.0733,Penn_Model_Calculated,3.2841419466780666
AlWO4,mp-1182867,2.9802999999999997,7.0557,4.0754,-2.682709359999999,20.151442235315713,MP_DFPT_API,3.1988912361887927
As(BrF2)3,mp-28159,1.6272,-0.2236,-1.8508,-1.668066714250001,85.9769,Penn_Model_Calculated,1.878361252143312
As(IF2)3,mp-27445,1.3559999999999999,1.1881,-0.1679,-1.726457208250001,123.3667,Penn_Model_Calculated,1.6101831891820462
As(IF3)2,mp-558244,0.5409,0.4827,-0.0582,-1.9122784219444446,150.0,Penn_Model_Calculated,0.7963169977268191
As(S8I)3,mp-30934,2.0753,1.9858,-0.0895,-0.4950714922321424,53.2421,Penn_Model_Calculated,2.320330909737807
As2(SO4)3,mp-28005,4.5725,3.9851,-0.5874,-1.668678688529412,11.7616,Penn_Model_Calculated,4.760745809094539
As2HPbF13,mp-758957,4.5838,1.9639,-2.6199,-2.4215148007352942,11.7086,Penn_Model_Calculated,4.771715883130725
As2Ir,mp-15649,0.8155000000000001,7.1933,6.3778,-0.5710728491666686,28.905888466666667,MP_DFPT_API,1.046975162209954
As2O3,mp-1582,3.9605,4.224,0.2635,-1.626348611000001,6.477689456666667,MP_DFPT_API,4.089291829949771
As2O5,mp-1788,1.426,2.6275,1.2015,-1.5575100871428569,111.648,Penn_Model_Calculated,1.679453828176917
As2Os,mp-2455,0.6584000000000003,6.9076,6.2492,-0.30389278500000216,34.56743802666667,MP_DFPT_API,0.8947324495685895
As2P2S7,mp-540883,2.6386,3.404,0.7654,-0.23662250460362538,33.3173,Penn_Model_Calculated,2.874001914011446
As2Pb(XeF6)3,mp-557799,2.5768,-1.0055,-3.5823,-1.8924177997916667,34.8861,Penn_Model_Calculated,2.8133589779523147
As2Pb2O5,mp-505465,2.9362000000000004,5.6542,2.718,-1.6396678047222224,27.0982,Penn_Model_Calculated,3.165696786277223
As2Pb3O8,mp-505368,3.3141000000000003,6.2682,2.9541,-1.733542170769229,21.4857,Penn_Model_Calculated,3.535333012835886
As2Pb8O13,mp-31107,2.0589999999999997,5.7284,3.6694,-1.6346581719565227,54.0725,Penn_Model_Calculated,2.3042781776226073
As2PbO4,mp-28537,2.8461999999999996,4.8179,1.9717,-1.6461216960714293,28.7748,Penn_Model_Calculated,3.0775400552112466
As2PbO6,mp-20015,2.1424,5.6609,3.5185,-1.7332001416666651,19.878653479997457,MP_DFPT_API,2.360407461358385
As2S2O9,mp-27739,4.0514,3.8878,-0.1636,-1.6795332463461556,14.7079,Penn_Model_Calculated,4.254246449040061
As2S3,mp-1189572,1.9873,3.4769,1.4896,-0.15650999518749842,57.9712,Penn_Model_Calculated,2.2336443884237633
As2SO6,mp-27230,4.417199999999999,4.6229,0.2057,-1.684100125833333,11.676451596666666,MP_DFPT_API,4.604914299364532
As2Se3,mp-909,1.4421,2.9608,1.5187,-0.13948285393749985,10.408760983333332,MP_DFPT_API,1.6208726969608085
As3(HO2)5,mp-27404,3.0665999999999998,2.5805,-0.4861,-1.456309445486112,6.631688356666668,MP_DFPT_API,3.198464991458282
As3HO6,mp-626378,3.5542,3.7807,0.2265,-1.5759993306249995,8.244084286666668,MP_DFPT_API,3.711347325207278
As3Pb5ClO12,mp-566301,3.1835,6.0232,2.8397,-1.7248922005952378,23.201,Penn_Model_Calculated,3.4076828352782087
As3Pb5O12F,mp-1214667,3.2963999999999998,6.0211,2.7247,-1.8242185589285715,21.7063,Penn_Model_Calculated,3.51803850475051
AsAuO4,mp-1095378,1.8541,1.5417,-0.3124,-1.1649706479166664,6.411524053333333,MP_DFPT_API,1.9815261102818256
AsBr3,mp-23317,3.136,1.0787,-2.0573,-0.8603133868750001,23.8787,Penn_Model_Calculated,3.3612314889977397
AsBrOF8,mp-1229049,3.1609076728104353,-0.1964925620739442,-3.3574002348843797,-1.8304608165909093,23.5195,Penn_Model_Calculated,3.3855908727700315
AsCl3,mp-23280,3.9981,2.0151,-1.983,-1.1747891150000007,3.3035076333333335,MP_DFPT_API,3.9997324618239585
AsCl5,mp-30106,1.4571999999999998,-0.5415,-1.9987,-0.9489735712499995,3.0690930433333325,MP_DFPT_API,1.4571999999999998
AsClF8,mp-27926,3.3906,-0.0714,-3.462,-1.8536977877500007,20.5717,Penn_Model_Calculated,3.6100602995267383
AsClOF8,mp-1201143,2.8596,-0.1953,-3.0549,-1.771353873409091,28.5152,Penn_Model_Calculated,3.090668831314208
AsF3,mp-28027,5.365500000000001,2.8553,-2.5102,-2.4719516212500006,5.236080926666666,MP_DFPT_API,5.462910581819647
AsF5,mp-8723,4.628,-0.0275,-4.6555,-2.3866107912500003,2.3539243366567337,MP_DFPT_API,4.628
AsH3OF6,mp-1191113,6.1476,2.6205,-3.5271,-2.054124193295455,6.9535,Penn_Model_Calculated,6.285447539354509
AsHPbO4,mp-1228828,3.118291041493801,4.901062267600866,1.7827712261070654,-1.6462676583928564,14.673179563333335,MP_DFPT_API,3.3209995721125947
AsI3,mp-23218,2.246,3.1408,0.8948,-0.4786431393749986,12.118778857222871,MP_DFPT_API,2.436393998037255
AsI5F6,mp-31020,1.4099,1.6044,0.1945,-1.4460987918749992,114.1894,Penn_Model_Calculated,1.663524714885971
AsIF12,mp-555340,0.6263999999999998,-1.9712,-2.5976,-2.020414571607144,150.0,Penn_Model_Calculated,0.881816997726819
AsIrS,mp-1228823,1.8630042236199813,8.604202188999519,6.741197965379538,-0.6990057559375012,19.4780891,MP_DFPT_API,2.0801248332531252
AsIrSe,mp-1228810,1.469913351132882,7.519511140626312,6.04959778949343,-0.6227897146874994,21.924042940000003,MP_DFPT_API,1.6919440938572523
AsKrF7,mp-30010,2.4572000000000003,-1.291,-3.7482,-1.739664906851852,38.265,Penn_Model_Calculated,2.695928845373002
AsN(OF3)2,mp-1182477,2.7441999999999998,-0.2031,-2.9473,-1.8895761412500007,30.878,Penn_Model_Calculated,2.977569284377593
AsN2F7,mp-685810,3.5131,0.6978,-2.8153,-1.5350483948500004,19.2306,Penn_Model_Calculated,3.7296542022666137
AsOsS,mp-1214793,1.1797837602870054,7.91287877371925,6.733095013432244,-0.4433881434374977,25.209281676666667,MP_DFPT_API,1.406910132233073
AsOsSe,mp-1214784,1.0526999999999997,7.1354,6.0827,-0.31358364552083157,150.0,Penn_Model_Calculated,1.3081169977268188
AsPO4,mp-8140,4.576,5.4098,0.8338,-2.1989691011904764,11.7451,Penn_Model_Calculated,4.76414341549289
AsPO5,mp-14367,2.0204,3.7925,1.7721,-2.0644147453061215,8.811555196666667,MP_DFPT_API,2.1842440216552155
AsPbF7,mp-29992,4.1849,3.4588,-0.7261,-2.5576105297222207,13.8473,Penn_Model_Calculated,4.384124039312159
AsRhS,mp-1228745,1.2237127817660998,7.259609751879516,6.035896970113416,-0.7312312184375026,23.659032860000007,MP_DFPT_API,1.4486109445814932
AsRhSe,mp-1228724,0.913775863082642,6.385564168856044,5.471788305773402,-0.6661096080208324,27.001620869999996,MP_DFPT_API,1.143159496636919
AsRuS,mp-1214786,0.9150875111224526,7.478104871427981,6.563017360305529,-0.5928599442708323,28.432855126666663,MP_DFPT_API,1.1460692758194855
AsS,mp-542810,1.9611000000000003,3.0304,1.0693,-0.15958055890624934,59.5037,Penn_Model_Calculated,2.207825240406406
AsS(IF3)2,mp-557628,1.1714,1.1172,-0.0542,-1.7904170097500072,150.0,Penn_Model_Calculated,1.426816997726819
AsSe,mp-542570,1.3679999999999999,2.7967,1.4287,-0.11949234390624852,121.2293,Penn_Model_Calculated,1.6220606733371883
AsSe6IF6,mp-23569,1.5707,1.6126,0.0419,-1.2852244365401784,92.2003,Penn_Model_Calculated,1.8225342684681245
AsXe2BrOF12,mp-1199259,2.6125000000000007,-1.571,-4.1835,-1.4803310813235295,33.9663,Penn_Model_Calculated,2.848393544327695
AsXe2F9,mp-1182721,1.6347,-3.2231,-4.8578,-1.6175037602083338,85.1989,Penn_Model_Calculated,1.8857702030077956
AsXeF11,mp-554379,2.0241000000000002,-2.3467,-4.3708,-1.5430099536538462,55.9185,Penn_Model_Calculated,2.2699015511280227
AsXeF7,mp-27750,2.869915675287731,-1.7046882238141694,-4.5746038991019,-1.8941146358333338,28.3177,Penn_Model_Calculated,3.1007748325437934
Au2O3,mp-27253,0.8519999999999999,2.8253,1.9733,-0.45785339499999866,10.461145949863253,MP_DFPT_API,1.031185117582857
Au2S,mp-947,1.9091,3.2218,1.3127,-0.11834182593750124,7.154380066666664,MP_DFPT_API,2.0504091114119474
Au2Se3O10,mp-559824,0.9594,0.8773,-0.0821,-0.9060576431354188,150.0,Penn_Model_Calculated,1.214816997726819
Au2Se4O11,mp-27441,1.4450999999999998,1.7125,0.2674,-0.9884635352573483,108.7424,Penn_Model_Calculated,1.6983486656853906
Au3F8,mp-17407,0.5426,-0.9494,-1.492,-1.2847720513636363,150.0,Penn_Model_Calculated,0.7980169977268191
AuBr,mp-505366,1.6982000000000002,2.1966,0.4984,-0.40299109374999986,5.374008566666666,MP_DFPT_API,1.7998126065114923
AuBr3,mp-27213,0.7908000000000001,-0.4002,-1.191,-0.5569912124999998,150.0,Penn_Model_Calculated,1.046216997726819
AuBrF6,mp-30159,1.9482,-0.4182,-2.3664,-1.29598652625,4.239977436666666,MP_DFPT_API,2.0071472797695016
AuCl,mp-32780,1.9094,2.5139,0.6045,-0.5222131774999998,4.845268920012355,MP_DFPT_API,1.9936050571499795
AuCl2,mp-541656,0.9093,0.4286,-0.4807,-0.659913795833336,150.0,Penn_Model_Calculated,1.164716997726819
AuCl3,mp-27647,1.3606,-0.2944,-1.655,-0.7200519868749997,3.928998663333333,MP_DFPT_API,1.403544430340726
AuF3,mp-942,1.9103,0.7235,-1.1868,-1.3183023729166674,4.880381546666667,MP_DFPT_API,1.9957779846110817
AuF5,mp-30103,0.7890000000000001,-2.6344,-3.4234,-1.128096912500001,150.0,Penn_Model_Calculated,1.0444169977268192
AuI,mp-27725,2.0942,3.307,1.2128,-0.2658664062499998,5.090517643333333,MP_DFPT_API,2.1869289684451876
AuN5O14,mp-560745,1.9901,0.5331,-1.457,-0.6861960044999996,57.811,Penn_Model_Calculated,2.236403410331209
AuS3(O3F)3,mp-560021,1.5564,-0.4977,-2.0541,-1.64650157578125,93.8838,Penn_Model_Calculated,1.808400994005677
AuSCl5,mp-28192,1.7517999999999998,0.6627,-1.0891,-0.689631724642857,74.3185,Penn_Model_Calculated,2.0013971243481787
AuSCl7,mp-556587,1.8191,0.9528,-0.8663,-0.7188993944444427,68.9938,Penn_Model_Calculated,2.0678068986179956
AuSO4,mp-30003,1.65,0.8501,-0.7999,-1.3132958118749993,83.6446,Penn_Model_Calculated,1.900883231706756
AuSeCl7,mp-28372,1.7274,0.4335,-1.2939,-0.8000586699826376,76.4044,Penn_Model_Calculated,1.9773120370502548
AuXe2F17,mp-644828,1.3692000000000002,-2.4766,-3.8458,-0.9178797719999998,121.0186,Penn_Model_Calculated,1.6232483616715323
B,mp-160,1.4332000000000003,7.4968,6.0636,0.0,9.52007649666667,MP_DFPT_API,1.6042845774756764
B(HO)3,mp-23791,6.0704,3.1974,-2.873,-1.8541745575595188,7.1059,Penn_Model_Calculated,6.210891618287763
B10(Pb2O7)3,mp-27184,3.259,6.0134,2.7544,-2.4587422901801794,22.1843,Penn_Model_Calculated,3.481489463220397
B2Mo(PbO2)6,mp-1196917,2.4454692184117044,5.701835222988345,3.2563660045766407,-1.973493511111109,38.6234,Penn_Model_Calculated,2.6844059509995373
B2O3,mp-306,6.305000000000001,5.8551,-0.4499,-2.798056310000001,4.803695356649705,MP_DFPT_API,6.387673843096332
B2Pb2S5,mp-662553,1.6623999999999999,6.2546,4.5922,-0.7674925912037038,82.4163,Penn_Model_Calculated,1.9131304872602217
B2Pb4O7,mp-1203040,2.5254,5.5941,3.0687,-2.0464207906410246,36.2795,Penn_Model_Calculated,2.7629027651701406
B2Pb6SO12,mp-553930,2.7033000000000005,5.6946,2.9913,-1.977821851349205,31.7889,Penn_Model_Calculated,2.9374648170823265
B2S2O9,mp-1019509,6.6956,6.6708,-0.0248,-2.0888062644871797,5.12768886,MP_DFPT_API,6.78954974214335
B2S3,mp-1199451,2.5263999999999998,6.577,4.0506,-0.7347956917266665,36.2516,Penn_Model_Calculated,2.763884579566125
B2Se2O7,mp-558521,3.9417999999999997,4.524,0.5822,-1.9039577320928023,6.447793860000001,MP_DFPT_API,4.069978226268095
B2Se3O10,mp-1194590,3.738,3.7767,0.0387,-1.6545368825243059,17.1029,Penn_Model_Calculated,3.9490084584715275
B3H4NO5,mp-1200137,6.5368,7.0658,0.529,-1.9233934321153863,6.2657,Penn_Model_Calculated,6.661114320201271
B3Pb3NO10,mp-1200969,3.4029,5.4456,2.0427,-2.025612645882354,20.4305,Penn_Model_Calculated,3.622072296190664
B4C,mp-1238815,3.2421999999999995,8.347,5.1048,-0.13057265133333354,22.4044,Penn_Model_Calculated,3.4650690866378815
B4PbO7,mp-9747,4.209300000000001,8.7291,4.5198,-2.6473397413889153,17.249810543333332,MP_DFPT_API,4.420735343455434
B5H12NO12,mp-703444,5.5022,3.3632,-2.139,-1.8321827448611117,8.4321,Penn_Model_Calculated,5.661665936647729
B5H4NO8,mp-1196660,5.7298,4.7895,-0.9403,-2.171494176296297,7.8534,Penn_Model_Calculated,5.88177438090654
B5H7,mp-706630,3.5551,1.1904,-2.3647,-0.09526462864583311,18.8024,Penn_Model_Calculated,3.7706390000900707
B5Pb2BrO9,mp-23623,3.4053000000000004,5.3981,1.9928,-2.5046800976960775,20.4031,Penn_Model_Calculated,3.6244159470355535
B5Pb2ClO9,mp-557103,3.4890000000000003,5.4015,1.9125,-2.528180391225491,19.4833,Penn_Model_Calculated,3.706132380701247
B6As,mp-624,2.6463,7.1108,4.4645,-0.20918894107142855,8.076403676648807,MP_DFPT_API,2.8012884158757823
B6H10N,mp-31064,5.6556,2.9186,-2.737,-0.27971710919117626,8.0344,Penn_Model_Calculated,5.810033499120227
B6O,mp-1346,1.8563999999999998,6.9422,5.0858,-0.805272605000001,6.400912510000011,MP_DFPT_API,1.983604450253589
B6P,mp-28395,2.4817,7.6493,5.1676,-0.3262236497108851,7.820676856652011,MP_DFPT_API,2.6332176452111042
B8H4PbO15,mp-1200630,4.763299999999999,4.9045,0.1412,-2.4485756311011895,10.9167,Penn_Model_Calculated,4.945904764560026
B9H11,mp-29654,2.9118,0.8748,-2.037,-0.09809325075000004,27.5375,Penn_Model_Calculated,3.1418014571600588
B9Pb8O21F,mp-1182634,3.4333000000000005,6.0669,2.6336,-2.368490273141025,20.0879,Penn_Model_Calculated,3.6517566706619036
BAs5(Pb3O10)2,mp-622018,2.9397,4.7632,1.8235,-1.8199804048958335,27.0361,Penn_Model_Calculated,3.1691241223089377
BAsO4,mp-3277,4.282,4.2201,-0.0619,-2.130445326111111,5.79938843333377,MP_DFPT_API,4.39531321311286
BBr3,mp-23225,3.8356000000000003,0.9656,-2.87,-0.9275074260416662,2.371682143349396,MP_DFPT_API,3.8356000000000003
BCl(OF2)2,mp-557856,1.9592,-1.1555,-3.1147,-1.9474560555208336,9.494184796667293,MP_DFPT_API,2.13003900796382
BCl3,mp-23184,4.7211,1.7685,-2.9526,-1.4336250847916658,2.1952198533407725,MP_DFPT_API,4.7211
BClF6,mp-23398,3.3471,-0.0219,-3.369,-2.0549925302083327,4.3000482600000005,MP_DFPT_API,3.4088717611009605
BH(PbO2)2,mp-1105235,3.0854,4.9333,1.8479,-1.9099985425520831,24.6352,Penn_Model_Calculated,3.311733926960767
BH2OF3,mp-707009,7.567699999999999,3.2657,-4.302,-2.3875311930952385,3.537728866666667,MP_DFPT_API,7.586513064839742
BH3OF4,mp-696379,7.668699999999999,3.73,-3.9387,-2.285626169768518,4.313198446666667,MP_DFPT_API,7.731079575728002
BH4NF4,mp-720391,7.481199999999999,3.8552,-3.626,-1.9334264341666667,6.216545566666667,MP_DFPT_API,7.604432497788642
BH4O2F3,mp-696656,7.0689,3.7359,-3.333,-2.0667254129166666,4.276518533333333,MP_DFPT_API,7.129574865756176
BH5(OF2)2,mp-1196968,7.264003728302118,3.6210029695308963,-3.643000758771222,-2.0387680714930556,5.2641,Penn_Model_Calculated,7.362285745698558
BHO2,mp-1198592,7.1898,5.8645,-1.3253,-2.2581275661458338,5.3526,Penn_Model_Calculated,7.290774583346902
BHS3O11,mp-1200187,5.696299999999999,4.6812,-1.0151,-1.7841082242447914,7.9342,Penn_Model_Calculated,5.8493860166391585
BI3,mp-23189,2.6901,1.9891,-0.701,-0.3473448510416679,2.93814651666272,MP_DFPT_API,2.6901
BN,mp-604884,4.422000000000001,6.243,1.821,-1.4129789931250016,5.092234733341016,MP_DFPT_API,4.514785753584875
BN(OF2)2,mp-555207,3.0020000000000002,-0.0612,-3.0632,-2.098217240208334,4.574556953333334,MP_DFPT_API,3.0757349161983423
BNF8,mp-4674,2.9979,0.0989,-2.899,-1.7521137324166667,3.9710634533333327,MP_DFPT_API,3.0431556542243543
BP,mp-1479,1.2435999999999998,8.6548,7.4112,-0.4833042952380957,9.272071146925382,MP_DFPT_API,1.4122760264299434
BP(PbO2)4,mp-1201606,3.0004999999999997,6.6804,3.6799,-2.1429316931292512,25.9917,Penn_Model_Calculated,3.2286500322336673
BPBr6,mp-1201622,3.1463,2.2929,-0.8534,-0.8719709132886901,23.7291,Penn_Model_Calculated,3.3713051540345207
BPH4NO4F,mp-1195775,5.822624664282443,5.283824463133651,-0.5388002011487922,-1.8902104003174607,7.6366,Penn_Model_Calculated,5.9715001027040016
BPO4,mp-3589,7.2637,7.6056,0.3419,-2.76428254563492,4.911909256655534,MP_DFPT_API,7.35030544246175
BPPbO5,mp-21266,4.2593000000000005,7.4225,3.1632,-2.546615575267857,26.061241773425575,MP_DFPT_API,4.487538041412761
BPS4,mp-27724,2.2760000000000002,2.5891,0.3131,-0.6453724256349194,4.060339379999938,MP_DFPT_API,2.3260021948706173
BPb2O3F,mp-1202733,3.1984,5.593,2.3946,-2.266755205357142,22.9946,Penn_Model_Calculated,3.4222511783080094
BS2,mp-540668,2.5564,2.8279,0.2715,-0.7289695282638883,35.429,Penn_Model_Calculated,2.7933355261084682
BSBr,mp-27245,3.6628000000000003,1.6143,-2.0485,-0.8584036427777764,17.7709,Penn_Model_Calculated,3.875692581607022
BSF7,mp-27349,4.9968,1.9826,-3.0142,-2.5228999101851812,4.2068393933333335,MP_DFPT_API,5.054154633299472
BSbPbS4,mp-1228703,2.1522,5.1875,3.0353,-0.6995956877380937,49.5755,Penn_Model_Calculated,2.396040070177644
BSe2,mp-1214789,2.0305,2.7449,0.7144,-0.19495705187499843,55.5728,Penn_Model_Calculated,2.276206185123684
BTe3(OF5)3,mp-561226,3.7899,0.863,-2.9269,-2.342937947916667,16.6649,Penn_Model_Calculated,3.9995910706586364
Ba(Ag3O2)2,mp-27286,1.2579999999999996,5.1964,3.9384,-0.8302840465909082,143.1743,Penn_Model_Calculated,1.5131445376540342
Ba(AgTe)2,mp-18501,0.6733000000000002,4.3771,3.7038,-0.9527258868333288,20.527124150000002,MP_DFPT_API,0.892669806869435
Ba(AlCl4)2,mp-30023,5.3891,3.6171,-1.772,-2.2955715468181803,8.7473,Penn_Model_Calculated,5.5522293712093065
Ba(AlS2)2,mp-14246,3.6517000000000004,6.0719,2.4202,-1.7547655198809493,17.873,Penn_Model_Calculated,3.8648681509260725
Ba(AlSe2)2,mp-1228740,3.5582,4.8084,1.2502,-1.5790870441964253,18.7714,Penn_Model_Calculated,3.7736637055055033
Ba(AlTe2)2,mp-28505,1.5444,4.5317,2.9873,-1.1404904002380931,10.517658443333332,MP_DFPT_API,1.7240254271731175
Ba(AsO3)2,mp-1105233,3.6892000000000005,4.7765,1.0873,-2.1889861894444445,17.5317,Penn_Model_Calculated,3.901434409124141
Ba(AuF4)2,mp-28719,2.4882,0.2259,-2.2623,-2.20941216272727,6.430311596666667,MP_DFPT_API,2.6160167610660765
Ba(AuF6)2,mp-558168,1.5741999999999998,-2.0421,-3.6163,-1.7868542074999993,91.7952,Penn_Model_Calculated,1.8259932365389901
Ba(AuO2)2,mp-9297,1.4498000000000002,3.4548,2.005,-1.4456367814285715,10.85442296,MP_DFPT_API,1.631954215751354
Ba(BH)12,mp-1203559,6.285,3.6934,-2.5916,-0.4501258381999992,6.696,Penn_Model_Calculated,6.418106535277723
Ba(BH4)2,mp-2647015,5.6574,2.67,-2.9874,-0.5125113818939394,8.0299,Penn_Model_Calculated,5.811773704663193
Ba(BO2)2,mp-540659,4.522399999999999,4.5379,0.0155,-3.0969251626190455,7.6094805299653645,MP_DFPT_API,4.670875366433437
Ba(BS2)2,mp-30126,2.7224000000000004,4.9111,2.1887,-1.273449396190475,9.88723738333333,MP_DFPT_API,2.8968284753865654
Ba(BSe3)2,mp-570823,1.7096,3.8484,2.1388,-0.8903812985995359,77.9828,Penn_Model_Calculated,1.9597391343013915
Ba(BeN)2,mp-12927,1.1789999999999998,3.8185,2.6395,-1.1079637560000002,15.396925793356365,MP_DFPT_API,1.3844547805873293
Ba(BiS2)2,mp-1228976,1.2535000000000003,4.7422,3.4887,-1.1780212901587273,144.197,Penn_Model_Calculated,1.5086870034199857
Ba(BrF4)2,mp-1190125,3.2254,1.87,-1.3554,-2.1041295709090893,22.6279,Penn_Model_Calculated,3.4486470171519725
Ba(BrO3)2,mp-554626,4.1924,3.5831,-0.6093,-1.1678331411111118,7.549954473333334,MP_DFPT_API,4.33998714802532
Ba(CdP)2,mp-8279,0.6823000000000001,3.604,2.9217,-0.5651984778571411,24.388376983341193,MP_DFPT_API,0.9082817518471671
Ba(ClO4)2,mp-1190390,5.4454,5.6741,0.2287,-1.1106988154545456,10.318931396666665,MP_DFPT_API,5.6234557324818715
Ba(CuO)2,mp-7374,1.3862999999999999,4.398,3.0117,-1.6165886499999942,15.620517196643993,MP_DFPT_API,1.5925517426988578
Ba(CuS)2,mp-5970,0.9052000000000007,6.0772,5.172,-1.126581507999994,150.0,Penn_Model_Calculated,1.1606169977268197
Ba(DyS2)2,mp-1193410,1.743543177159915,4.278627622850913,2.5350844456909982,-2.4205534197619007,75.0146,Penn_Model_Calculated,1.9932473402263031
Ba(DySe2)2,mp-1193797,1.3769962106956641,3.6353678999996997,2.2583716893040355,-2.23995193467262,119.6635,Penn_Model_Calculated,1.6309643547940598
Ba(DyTe2)2,mp-17927,0.7862,4.5064,3.7202,-1.7788461139285698,150.0,Penn_Model_Calculated,1.041616997726819
Ba(ErS2)2,mp-1192439,1.7287014625258745,4.352042896149425,2.6233414336235503,-2.4248126207142846,76.2909,Penn_Model_Calculated,1.9785968072541582
Ba(ErSe2)2,mp-1192805,1.3673008940973936,3.646342433041401,2.2790415389440075,-2.236903161696428,121.3523,Penn_Model_Calculated,1.6213687348322552
Ba(ErTe2)2,mp-17928,0.7848999999999995,4.5531,3.7682,-1.7678313220238075,150.0,Penn_Model_Calculated,1.0403169977268185
Ba(FeBr4)2,mp-568396,0.9257000000000001,-0.394,-1.3197,-1.3798732248863634,150.0,Penn_Model_Calculated,1.181116997726819
Ba(FeO2)2,mp-19154,1.7417999999999998,2.9069,1.1651,-2.089097835714285,12.973347430052897,MP_DFPT_API,1.936853591286664
Ba(GaAs)2,mp-1183302,1.2171000000000003,4.0476,2.8305,-0.6460903610000003,23.95604088666666,MP_DFPT_API,1.4424473921962526
Ba(GaO2)2,mp-1228877,3.022,3.3326,0.3106,-2.61306689,25.6373,Penn_Model_Calculated,3.249694101633202
Ba(GaP)2,mp-1105728,1.3569999999999998,4.6914,3.3344,-0.6553651958571421,22.140177843333333,MP_DFPT_API,1.5794124541471375
Ba(GaS2)2,mp-849286,2.9073,4.7361,1.8288,-1.46166345607143,27.6197,Penn_Model_Calculated,3.1373941060776165
Ba(GaSe2)2,mp-7841,1.8607,2.8493,0.9886,-1.36306374919643,10.211674790000004,MP_DFPT_API,2.037883154295898
Ba(GaTe2)2,mp-38117,0.5273999999999996,3.2278,2.7004,-1.025832131666665,13.477721629992638,MP_DFPT_API,0.7249264330770713
Ba(GdSe2)2,mp-1194410,1.225643741305177,3.327000201809907,2.10135646050473,-2.2541988656249967,150.0,Penn_Model_Calculated,1.481060739031996
Ba(GdTe2)2,mp-1182773,0.7584412560855691,4.286100058925619,3.52765880284005,-1.8094751830952396,150.0,Penn_Model_Calculated,1.0138582538123881
Ba(GeP)2,mp-27809,0.5244,4.7284,4.204,-0.5029075863571428,22.016434886666662,MP_DFPT_API,0.746594831350133
Ba(H8O5)2,mp-626268,3.904,3.3521,-0.5519,-1.3962899307407408,15.7626,Penn_Model_Calculated,4.110746429419794
Ba(HO)2,mp-626973,4.577,4.6671,0.0901,-2.0572135710000006,11.7404,Penn_Model_Calculated,4.765114196163466
Ba(HoS2)2,mp-1193583,1.7395482343926645,4.318487261187263,2.5789390267945986,-2.4201392932142816,75.3549,Penn_Model_Calculated,1.9893040054143611
Ba(HoTe2)2,mp-17273,0.7850000000000001,4.5126,3.7276,-1.7708586570238103,150.0,Penn_Model_Calculated,1.0404169977268192
Ba(IO3)2,mp-30991,3.5435999999999996,4.5709,1.0273,-1.546153766666666,10.40277145,MP_DFPT_API,3.7223252774693063
Ba(InS2)2,mp-21943,2.743,4.9182,2.1752,-1.3637427638690462,30.9041,Penn_Model_Calculated,2.9763927313754315
Ba(InSe2)2,mp-21766,1.687,3.5558,1.8688,-1.3021457886011905,80.0592,Penn_Model_Calculated,1.9374242446288399
Ba(InTe2)2,mp-21183,0.9642,4.0911,3.1269,-1.0176882935714266,12.840168250000003,MP_DFPT_API,1.1585682205256422
Ba(LuS2)2,mp-984052,1.7448000000000001,4.3384,2.5936,-2.415832439761902,74.908,Penn_Model_Calculated,1.9944879002707567
Ba(LuSe2)2,mp-1192674,1.3816060777029233,3.6712348418231673,2.289628764120244,-2.217454517529764,118.8729,Penn_Model_Calculated,1.6355265760422464
Ba(LuTe2)2,mp-1192634,1.1266000000000003,4.838,3.7114,-1.7377892467857141,150.0,Penn_Model_Calculated,1.3820169977268193
Ba(MgAs)2,mp-8280,1.0689000000000002,3.6694,2.6005,-0.928578429000002,17.001837113333597,MP_DFPT_API,1.2796105121069452
Ba(MgP)2,mp-8278,1.1366,4.1006,2.964,-0.9180718758571423,16.31787536666531,MP_DFPT_API,1.3451970992298599
Ba(MgSb)2,mp-9567,0.8466,4.2667,3.4201,-0.8334507839999983,17.36573706000025,MP_DFPT_API,1.0583670982708564
Ba(NO3)2,mp-4396,3.6327000000000003,2.6173,-1.0154,-1.5901765722222234,18.05,Penn_Model_Calculated,3.846338489506579
Ba(NbN2)2,mp-1029502,2.1708,4.3416,2.1708,-1.1048468960714284,24.04063042333334,MP_DFPT_API,2.396273304377575
